"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.2478297669578,0.286581419107078,-14.8224186347917,1.04936937998735e-49
"sloc",0.00127131101978546,0.000456350654972132,2.78582052185964,0.00533924251237744
"AntiSingleton",0.675508031652145,1.06455940678066,0.634542353718855,0.525726935314697
"ClassDataShouldBePrivate",-32.8541300745118,23247192.417246,-1.41325152237046e-06,0.99999887238843
"ComplexClass",0.999550966672985,0.824842499090421,1.21180827585293,0.225585779643259
"LongParameterList",0.773565658377807,0.4729566271417,1.63559534634884,0.101924304978444
"AntiSingleton:ClassDataShouldBePrivate",-0.826826643075253,32261926.6920186,-2.5628557493431e-08,0.99999997955137
"AntiSingleton:ComplexClass",0.696772813531854,1.41424052787587,0.49268338715931,0.622236317769039
"AntiSingleton:LongParameterList",-0.681109248386296,1.45728396912659,-0.467382653495127,0.640226130984088
"ClassDataShouldBePrivate:ComplexClass",-1.34309851240365,56943759.3745509,-2.35864039739516e-08,0.999999981180772
"ClassDataShouldBePrivate:LongParameterList",-0.0189813045836904,59689594.6142094,-3.1800022610929e-10,0.999999999746273
"ComplexClass:LongParameterList",-0.960672559682086,1.01659154547267,-0.944993654492198,0.344662115614114
"(Intercept)",-4.10248535063926,0.226016530788277,-18.1512623715223,1.25483612434485e-73
"sloc",0.00263287496851924,0.000420739184566308,6.25773653869004,3.90604952871976e-10
