"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.64405926747398,0.340545993082939,-7.76417670793156,8.21772601522185e-15
"sloc",0.0317158140790956,0.00590723906490588,5.36897419092365,7.91857492976767e-08
"ClassDataShouldBePrivate",0.55017220945432,1.48517347939877,0.37044306075075,0.711052394391052
"ComplexClass",-6.64849079716892,2.89752844707657,-2.29453857610158,0.0217595818789579
"LongParameterList",-0.597385394436951,0.819023004713523,-0.729387808399722,0.465764473273438
"ClassDataShouldBePrivate:ComplexClass",-29.3478973488669,67108864.0000004,-4.37317749095957e-07,0.99999965107092
"ClassDataShouldBePrivate:LongParameterList",0.999266952375104,3.9958292016527,0.250077493793229,0.802527420456539
"ComplexClass:LongParameterList",-2.50907528671859,4.65020177091476,-0.539562670680636,0.589498666080702
"(Intercept)",-2.55866144063284,0.321374584071716,-7.9616172760627,1.69805013289479e-15
"sloc",0.0275852840935605,0.00515441914443339,5.35177355984946,8.70963450585148e-08
"ComplexClass",-6.22808457024504,2.25262589751672,-2.7648108712196,0.00569558077958553
