"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.35327535994248,0.614039270324918,-5.46101124471746,4.73430057254022e-08
"sloc",0.0293642228724771,0.00385123837605555,7.62461837081921,2.4475738478917e-14
"AntiSingleton",0.441407679408877,4.67317486894788,0.0944556306552798,0.924747226415256
"ClassDataShouldBePrivate",-36.1214665540712,26623235.271859,-1.35676472769829e-06,0.999998917458371
"ComplexClass",-4.13449772678048,2.70074800005498,-1.53087134627011,0.125801192169577
"LongParameterList",-39.3336797558415,10992103.7935937,-3.57835774610913e-06,0.999997144883601
"AntiSingleton:ComplexClass",-40.5390440002018,67108864.0000008,-6.04078829291482e-07,0.999999518014829
"AntiSingleton:LongParameterList",39.4271239146242,10992103.7935985,3.58685877198372e-06,0.999997138100764
"ClassDataShouldBePrivate:ComplexClass",0.810198865254103,72196927.1071237,1.12220685521969e-08,0.999999991046085
"(Intercept)",-3.07586609594918,0.632351769917032,-4.8641693473124,1.14938475037963e-06
"sloc",0.0238030636458505,0.00387385154923599,6.1445471885842,8.01919480580977e-10
