round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,32,1,98.4706278750886,1986,120.093538576001,2018,718.883646091504,1,0.006470430079427,0.00122891368778681,-650.883646091504 
2,1,1,97.529686256058,2017,107.188714720533,2018,666.819070798076,1,0.00560541707199793,0.00105283496970643,-660.819070798076 
