round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,5,1,40.7093616303618,453,53.6852572283131,458,73.6838040083897,2,1.10978077279826,2.07492073647288,-59.6838040083897 
2,1,1,46.7489392164308,457,58.5348105755734,458,66.7785415740691,1,236.134560058159,8421.10333390913,-60.7785415740691 
