round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,9,1,130.20130139605,237,147.248676247006,246,234.211202973689,1,4140.42031887061,44011.4490123946,-212.211202973689 
2,1,1,141.606305965887,245,147.248505394102,246,229.616412408097,1,4056.48504175029,49074.7465011449,-223.616412408097 
