"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.13455183965692,0.257884142895007,-8.27717367843733,1.26133192989205e-16
"sloc",0.00118377385326346,0.00235954535275,0.501695740615368,0.61588156112141
"AntiSingleton",0.18119745332772,0.439404587050739,0.41237041821504,0.680067942001281
"ClassDataShouldBePrivate",-16.1901118336994,2021.3939557257,-0.00800937975887388,0.993609507874047
"ComplexClass",-0.170340687821025,1.07566335714479,-0.158358734347122,0.874174128636073
"LongParameterList",1.47551565175566,0.643462747050605,2.29308636516857,0.0218430332143355
"AntiSingleton:ClassDataShouldBePrivate",17.4695506147387,2021.39404238104,0.00864232814011904,0.993104505644937
"AntiSingleton:ComplexClass",1.0262312191573,1.30549164168658,0.786087927634294,0.431815976403116
"AntiSingleton:LongParameterList",-0.782930051502103,1.01320743767258,-0.772724342905097,0.439685536895021
"ComplexClass:LongParameterList",0.0639513849994972,1.46916357408857,0.043529111480436,0.965279758907303
"(Intercept)",-1.90423745265474,0.169033953949443,-11.2654138897105,1.94436190477293e-29
"LongParameterList",1.2110902720948,0.441881983669151,2.74075503608125,0.00612981892978075
