"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.09525704113139,0.951486038198051,-4.30406424973622,1.67692996671968e-05
"sloc",0.0687099244320508,0.0131796918688138,5.21331796797425,1.85492544701333e-07
"AntiSingleton",-38.2926987636314,20345772.7533949,-1.88209606131779e-06,0.999998498304611
"ClassDataShouldBePrivate",-35.9089417007548,20395576.9813557,-1.76062396928414e-06,0.999998595225318
"ComplexClass",-50.7101219121409,67108864.0000007,-7.5563970077247e-07,0.999999397086749
"LongParameterList",-54.2260041798488,3416852.07277109,-1.58701644159477e-05,0.999987337440836
"AntiSingleton:ClassDataShouldBePrivate",45.5283311296219,97073059.1623832,4.69010985359619e-07,0.999999625783376
"AntiSingleton:ComplexClass",39.6327523888311,97062607.2370782,4.08321530989034e-07,0.999999674206555
"AntiSingleton:LongParameterList",51.964471854478,31592331.2298193,1.64484448698834e-06,0.999998687603979
"ComplexClass:LongParameterList",97.6532219113338,67195792.3195928,1.45326394020151e-06,0.999998840463139
"(Intercept)",-2.844793425003,0.913490373486631,-3.1142018652533,0.00184443252080879
"sloc",0.0421592721135502,0.0106363287347112,3.96370525630382,7.37953565535571e-05
