class,SLOC
org.apache.deltaspike.scheduler.impl.SchedulerProducer,11
org.apache.deltaspike.scheduler.impl.SchedulerExtension,122
org.apache.deltaspike.jsf.impl.injection.proxy.ConverterInvocationHandler,9
org.apache.deltaspike.jsf.impl.injection.proxy.DefaultPartialStateHolder,39
org.apache.deltaspike.data.impl.audit.AuditEntityListenerTest,72
org.apache.deltaspike.data.test.TransactionalTestCase,23
org.apache.deltaspike.data.test.domain.AuditedEntity,70
org.apache.deltaspike.data.test.domain.Principal,38
org.apache.deltaspike.data.test.util.TestDeployments,81
org.apache.deltaspike.data.impl.audit.AuditEntityListener,27
org.apache.deltaspike.test.core.api.config.propertyconfigsource.ConfigPropertyEARTest,29
org.apache.deltaspike.test.util.ArchiveUtils,25
org.apache.deltaspike.test.core.api.config.propertyconfigsource.BaseTestConfigProperty,20
org.apache.deltaspike.test.core.api.config.propertyconfigsource.MyBean,74
org.apache.deltaspike.test.core.api.config.propertyconfigsource.MyCustomEarPropertyFileConfig,13
org.apache.deltaspike.security.impl.extension.Authorizer,233
org.apache.deltaspike.core.util.metadata.builder.InjectableMethod,62
org.apache.deltaspike.security.api.authorization.AccessDeniedException,13
org.apache.deltaspike.security.api.authorization.SecurityDefinitionException,17
org.apache.deltaspike.security.impl.authorization.SecurityParameterValueRedefiner,81
org.apache.deltaspike.security.impl.util.SecurityUtils,103
org.apache.deltaspike.security.impl.extension.AuthorizationParameter,86
org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedBeanX,13
org.apache.deltaspike.example.scope.SessionScopedBean,8
org.apache.deltaspike.example.scope.ScopedBean,12
org.apache.deltaspike.test.jpa.api.transactional.defaultinjection.DefaultEntityManagerInjectionTest,104
org.apache.deltaspike.core.api.projectstage.ProjectStage,86
org.apache.deltaspike.core.util.ProjectStageProducer,88
org.apache.deltaspike.jpa.impl.transaction.context.TransactionBeanStorage,121
org.apache.deltaspike.jpa.impl.transaction.context.TransactionContextExtension,17
org.apache.deltaspike.test.jpa.api.shared.TestEntityManager,226
org.apache.deltaspike.test.jpa.api.shared.TestEntityTransaction,56
org.apache.deltaspike.test.jpa.api.shared.TestException,4
org.apache.deltaspike.test.jpa.api.transactional.defaultinjection.TestEntityManagerProducer,30
org.apache.deltaspike.test.jpa.api.transactional.defaultinjection.FailedFlushTransactionalBean,10
org.apache.deltaspike.test.jpa.api.transactional.defaultinjection.TransactionalBean,9
org.apache.deltaspike.test.security.impl.authorization.secured.SecuredBean2,11
org.apache.deltaspike.test.api.util.IncompatibleCustomException,14
org.apache.deltaspike.core.util.metadata.builder.DummyInjectionTarget,23
org.apache.deltaspike.test.core.impl.activation.ClassDeactivationEarFileTest,11
org.apache.deltaspike.test.core.impl.activation.ClassDeactivationTest,13
org.apache.deltaspike.test.core.impl.activation.ClassDeactivationWarFileTest,19
org.apache.deltaspike.security.api.SecurityException,20
org.apache.deltaspike.jsf.impl.scope.viewaccess.ViewAccessScopedAwareNavigationHandler,44
org.apache.deltaspike.core.api.provider.BeanProvider,207
org.apache.deltaspike.core.impl.scope.DeltaSpikeContextExtension,58
org.apache.deltaspike.core.impl.scope.viewaccess.ViewAccessContext,108
org.apache.deltaspike.test.testcontrol.uc011.InterceptedBeanTest,23
org.apache.deltaspike.testcontrol.api.junit.CdiTestRunner,612
org.apache.deltaspike.test.testcontrol.uc011.InterceptedBeanClassLevel,6
org.apache.deltaspike.test.testcontrol.uc011.InterceptedBeanMethodLevel,7
org.apache.deltaspike.test.testcontrol.uc011.InterceptionResultStorage,12
org.apache.deltaspike.data.api.AbstractEntityRepository,8
org.apache.deltaspike.data.api.QueryInvocationException,40
org.apache.deltaspike.data.api.SingleResultType,6
org.apache.deltaspike.data.api.mapping.SimpleQueryInOutMapperBase,70
org.apache.deltaspike.data.impl.RepositoryDefinitionException,28
org.apache.deltaspike.data.impl.RepositoryExtension,73
org.apache.deltaspike.data.impl.builder.QueryBuilder,95
org.apache.deltaspike.data.impl.criteria.QueryCriteria,351
org.apache.deltaspike.data.impl.handler.QueryHandler,57
org.apache.deltaspike.data.impl.meta.RepositoryComponents,48
org.apache.deltaspike.data.impl.param.Parameters,140
org.apache.deltaspike.data.impl.tx.TransactionalQueryRunner,52
org.apache.deltaspike.data.impl.util.EntityUtils,68
org.apache.deltaspike.jpa.impl.transaction.EnvironmentAwareTransactionStrategy,62
org.apache.deltaspike.data.test.util.Logging,18
org.apache.deltaspike.data.test.util.TestData,20
org.apache.deltaspike.test.testcontrol.mock.uc014.TypedBeanProducer,17
org.apache.deltaspike.test.testcontrol.mock.uc014.TypedBean1and2,12
org.apache.deltaspike.test.testcontrol.mock.uc014.TypedBean3,12
org.apache.deltaspike.core.api.literal.SingletonLiteral,4
org.apache.deltaspike.data.impl.util.cl.AggregatedClassLoader,56
org.apache.deltaspike.jsf.impl.scope.view.ViewScopedExtension,25
org.apache.deltaspike.core.util.ClassDeactivationUtils,92
org.apache.deltaspike.jsf.impl.util.JsfUtils,242
org.apache.deltaspike.jsf.impl.scope.view.ViewScopedContext,88
org.apache.deltaspike.test.security.impl.authorization.secured.TestAccessDecisionVoter2,15
org.apache.deltaspike.core.impl.scope.conversation.ConversationBeanHolder,4
org.apache.deltaspike.core.impl.scope.conversation.GroupedConversationContext,110
org.apache.deltaspike.core.impl.scope.viewaccess.ViewAccessBeanAccessHistory,8
org.apache.deltaspike.core.impl.scope.viewaccess.ViewAccessBeanHolder,4
org.apache.deltaspike.core.impl.scope.viewaccess.ViewAccessViewHistory,13
org.apache.deltaspike.core.impl.scope.window.WindowBeanHolder,24
org.apache.deltaspike.core.impl.scope.window.WindowContextImpl,65
org.apache.deltaspike.core.impl.scope.window.WindowIdHolder,12
org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc003.TestBeanX,4
org.apache.deltaspike.test.core.api.scope.conversation.subgroup.shared.TestBaseBean,18
org.apache.deltaspike.data.test.domain.Simple,85
org.apache.deltaspike.data.test.domain.dto.BooleanWrapper,16
org.apache.deltaspike.data.test.domain.dto.SimpleDto,30
org.apache.deltaspike.data.test.domain.dto.SimpleId,17
org.apache.deltaspike.data.test.service.SimpleMapper,41
org.apache.deltaspike.data.test.service.WrappedMapper,32
org.apache.deltaspike.test.jpa.api.transactional.getRollbackOnly.multipleinjection.auto.MultipleEntityManagerInjectionRollbackOnlyTest,70
org.apache.deltaspike.test.jpa.api.transactional.getRollbackOnly.multipleinjection.auto.TestEntityManagerProducer,35
org.apache.deltaspike.test.jpa.api.transactional.getRollbackOnly.multipleinjection.auto.MultiTransactionBean,24
org.apache.deltaspike.data.test.domain.mapped.MappedTwo,30
org.apache.deltaspike.data.impl.param.IndexedParameter,26
org.apache.deltaspike.data.impl.param.Parameter,35
org.apache.deltaspike.test.jpa.datasource.DummyJdbcDriver,37
org.apache.deltaspike.test.jpa.datasource.DummyConnection,251
org.apache.deltaspike.test.core.api.alternative.local.BaseBean2,3
org.apache.deltaspike.test.core.api.config.propertyconfigsource.ConfigPropertyWARTest,14
org.apache.deltaspike.test.jpa.api.transactionscoped.multipleinjection.auto.MultiTransactionBean,13
org.apache.deltaspike.test.jsf.impl.scope.viewaccess.beans.ViewAccessScopedBeanX,15
org.apache.deltaspike.data.impl.param.NamedParameter,19
org.apache.deltaspike.core.api.literal.ConversationScopedLiteral,4
org.apache.deltaspike.scheduler.impl.CdiAwareJobFactory,28
org.apache.deltaspike.core.util.ClassUtils,159
org.apache.deltaspike.test.security.impl.authorization.secured.TestAccessDecisionVoter,27
org.apache.deltaspike.data.impl.builder.part.OrQueryPart,30
org.apache.deltaspike.data.impl.builder.QueryBuilderContext,36
org.apache.deltaspike.data.impl.meta.RepositoryComponent,155
org.apache.deltaspike.data.impl.builder.part.ConnectingQueryPart,12
org.apache.deltaspike.data.impl.builder.part.AndQueryPart,23
org.apache.deltaspike.data.impl.util.QueryUtils,51
org.apache.deltaspike.data.impl.builder.part.QueryPart,28
org.apache.deltaspike.test.jpa.api.transactional.getRollbackOnly.multipleinjection.nested.NestedTransactionBean,10
org.apache.deltaspike.test.jpa.api.transactionscoped.defaultinjection.TestEntityManagerProducer,32
org.apache.deltaspike.test.jsf.impl.scope.mapped.beans.JsfApplicationScopedBackingBean,12
org.apache.deltaspike.test.jsf.impl.injection.uc002.MyBean,29
org.apache.deltaspike.test.jsf.impl.injection.uc002.AnotherBean,39
org.apache.deltaspike.test.core.api.exclude.DevDbBean,3
org.apache.deltaspike.data.impl.meta.MethodPrefix,108
org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedBeanY,13
org.apache.deltaspike.data.test.domain.mapped.MappedId,12
org.apache.deltaspike.test.security.impl.authorization.secured.SecuredBean3,13
org.apache.deltaspike.core.impl.scope.AbstractBeanHolder,53
org.apache.deltaspike.core.impl.scope.conversation.ConversationKey,99
org.apache.deltaspike.test.core.api.provider.TestBean,12
org.apache.deltaspike.cdise.servlet.test.EmbeddedServletContainer,46
org.apache.deltaspike.cdise.api.CdiContainerLoader,44
org.apache.deltaspike.test.jpa.api.transactional.getRollbackOnly.multipleinjection.auto.MultipleEntityManagerInjectionRollbackOnly1Test,70
org.apache.deltaspike.test.core.api.provider.BeanManagerProviderEarFileTest,11
org.apache.deltaspike.test.core.api.provider.BeanManagerProviderTest,11
org.apache.deltaspike.test.core.api.provider.BeanManagerProviderWarFileTest,13
org.apache.deltaspike.testcontrol.impl.mock.DefaultMockFilter,117
org.apache.deltaspike.test.core.impl.exception.control.flow.HandledExceptionHandlerTest,35
org.apache.deltaspike.core.api.exception.control.event.ExceptionToCatchEvent,45
org.apache.deltaspike.test.core.impl.exception.control.flow.ExceptionHandledHandler,32
org.apache.deltaspike.test.jsf.impl.config.view.controller.uc004.ViewConfigTest,92
org.apache.deltaspike.core.api.config.view.metadata.CallbackDescriptor,116
org.apache.deltaspike.jsf.impl.config.view.ViewConfigExtension,386
org.apache.deltaspike.jsf.impl.config.view.ViewConfigResolverProducer,39
org.apache.deltaspike.test.jsf.impl.config.view.controller.uc004.SimpleTestAccessDecisionVoter,11
org.apache.deltaspike.test.jsf.impl.config.view.controller.uc004.SimplePageConfig,3
org.apache.deltaspike.core.api.config.view.metadata.ExecutableCallbackDescriptor,51
org.apache.deltaspike.jpa.impl.transaction.ContainerManagedTransactionStrategy,9
org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc003.TestBeanY,4
org.apache.deltaspike.jsf.impl.listener.request.DeltaSpikeLifecycleFactoryWrapper,59
org.apache.deltaspike.core.util.ExceptionUtils,55
org.apache.deltaspike.jsf.api.config.JsfModuleConfig,77
org.apache.deltaspike.jsf.impl.listener.request.DeltaSpikeLifecycleWrapper,93
org.apache.deltaspike.test.testcontrol.mock.uc009.TypedBean3,12
org.apache.deltaspike.test.category.DeltaSpikeTest,7
org.apache.deltaspike.jsf.api.listener.phase.JsfPhaseId,47
org.apache.deltaspike.core.util.bean.ImmutablePassivationCapableBeanWrapper,24
org.apache.deltaspike.core.util.bean.ImmutableBeanWrapper,28
org.apache.deltaspike.test.jpa.api.transactionscoped.nested.NestedTransactionBean,9
org.apache.deltaspike.data.impl.criteria.predicate.IsNotNull,12
org.apache.deltaspike.data.impl.criteria.predicate.NoValueBuilder,12
org.apache.deltaspike.test.core.api.util.context.DummyBean,12
org.apache.deltaspike.proxy.api.DeltaSpikeProxyFactory,203
org.apache.deltaspike.core.util.ServiceUtils,48
org.apache.deltaspike.test.jpa.api.transactional.exception.uncatched.multipleinjection.flush.auto.MultiTransactionBean,13
org.apache.deltaspike.test.jsf.impl.scope.viewaccess.beans.ViewAccessScopedBeanY,12
org.apache.deltaspike.core.util.ProxyUtils,74
org.apache.deltaspike.core.util.context.ContextualStorage,84
org.apache.deltaspike.test.testcontrol.mock.uc013.TypedBean1and2,12
org.apache.deltaspike.test.jpa.api.transactionscoped.nested.TestEntityManagerProducer,33
org.apache.deltaspike.core.api.provider.BeanManagerProvider,182
