round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,19,3,3974.57773763061,1116,4141.07284895779,1135,4082.6469306199,1,18562.1543066003,NaN,-4040.6469306199 
2,3,2,4074.2564773008,1132,4140.99466201083,1135,4150.32695634576,1,17578.3733115959,NaN,-4140.32695634576 
3,2,2,4074.91533076849,1133,4140.99152241806,1135,4148.98586136638,1,17541.0394798374,NaN,-4140.98586136638 
