"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.33242016048544,2.08876015814289,-2.55291165895585,0.0106826587379475
"sloc",-0.0664745940074478,0.0826713095700447,-0.804082992675059,0.421349046063147
"ClassDataShouldBePrivate",-36.8047919996888,6605906.03674661,-5.57149795878948e-06,0.999995554587798
"ComplexClass",-28.5726451476551,6194627.98405705,-4.61248766208266e-06,0.999996319767308
"LongParameterList",-31.7172210007587,6949085.91626373,-4.56422922136095e-06,0.999996358271972
