round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,18,1,96.7865241890676,2406,131.53105715308,2424,660.088699880631,1,0.00556519951079396,0.00110510515797559,-620.088699880631 
2,1,1,93.8108003506539,2423,114.119869869747,2424,635.871086544651,1,0.00466332253038194,0.000906374908500678,-629.871086544651 
