"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.364019007351199,0.336956900778141,-1.08031325819582,0.280002707707608
"sloc",0.00876763422625495,0.00306004376480452,2.86519896450404,0.00416747304228418
"AntiSingleton",-53.089266915413,67615.1045520944,-0.000785168746940413,0.99937352604356
"ClassDataShouldBePrivate",2.26244498279474,3.04753780462863,0.742384550360136,0.457854377467681
"ComplexClass",-2.57435016857449,1.42837700877848,-1.80229039865044,0.0714997283456233
"LongParameterList",0.676012207028051,1.05390464544607,0.641435835726796,0.521239556450484
"AntiSingleton:ClassDataShouldBePrivate",50.5518298398772,67615.1044572419,0.000747641081762211,0.999403468779414
"AntiSingleton:ComplexClass",0.891313725505415,75029990.8983947,1.18794326752942e-08,0.999999990521584
"AntiSingleton:LongParameterList",28.8436428306135,65591.636832125,0.000439745739299596,0.999649133675242
"ClassDataShouldBePrivate:ComplexClass",-37.7464396345338,33554432.0000003,-1.12493156297604e-06,0.999999102434474
"ClassDataShouldBePrivate:LongParameterList",-26.6247705632178,65591.6366713769,-0.000405917155210069,0.999676124977787
"ComplexClass:LongParameterList",1.13306651563667,2.99527476629819,0.378284666363682,0.705219135071461
"(Intercept)",-0.267032924076555,0.337623289279489,-0.79091973970878,0.428990828553027
"sloc",0.00869332974606403,0.00273658930811101,3.17670237192616,0.00148959820988753
