"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.17774626138361,0.167051246996343,1.06402235589119,0.287318572204394
"sloc",0.00861155328725306,0.00135072985346917,6.37548157030472,1.82388922874339e-10
"AntiSingleton",-33.9497018491167,4338445.07208646,-7.82531558773187e-06,0.999993756301509
"ClassDataShouldBePrivate",-1.43208730821824,1.8403137235056,-0.77817563925474,0.436465476060479
"ComplexClass",-0.742570390505107,0.642366320556603,-1.15599209787599,0.247684389231066
"LongParameterList",-1.4696680250259,1.77609725313842,-0.82747046786371,0.407970454062862
"AntiSingleton:ClassDataShouldBePrivate",35.4328739203405,4338445.0720891,8.16718278820538e-06,0.999993483530948
"AntiSingleton:ComplexClass",0.334622266840415,7624660.54769791,4.38868412235672e-08,0.999999964983367
"ClassDataShouldBePrivate:ComplexClass",1.28237746372145,6.47859026109428,0.197940819227676,0.843091366843878
"ComplexClass:LongParameterList",3.55652303882961,2.99362291129765,1.18803307704776,0.234820378364693
"(Intercept)",0.233704936311346,0.166867694914437,1.40054032885862,0.161351575517972
"sloc",0.00744917271934716,0.00117865197868272,6.32007823689609,2.61430910467576e-10
