"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.00278562625174,0.412869993052247,-9.69502674839631,3.16554723357034e-22
"sloc",-0.0103136723751023,0.0106408582074044,-0.969251931947144,0.332419505899578
"AntiSingleton",-16.785003648401,9638.18352681752,-0.00174151110545861,0.99861047587886
"ClassDataShouldBePrivate",-17.023282006304,7373.63294796538,-0.00230866956986261,0.998157949830552
"ComplexClass",-16.1524865462627,4732.38756936277,-0.00341317914256073,0.997276682346578
"LongParameterList",0.266186572886052,0.776835983947556,0.34265479249996,0.731858176230688
"AntiSingleton:ClassDataShouldBePrivate",16.8353667314495,21779.9072735924,0.000772976970010426,0.99938325367119
"AntiSingleton:ComplexClass",-5.70376954106061,48348.7973568247,-0.000117971280629082,0.999905872536786
"AntiSingleton:LongParameterList",22.8630047071094,56053.8790297883,0.00040787551375275,0.999674562433871
"ClassDataShouldBePrivate:ComplexClass",23.3033271923618,36489.8851327777,0.000638624295679934,0.999490451568959
"ClassDataShouldBePrivate:LongParameterList",0.0245479473040762,26664.0236042701,9.20639272916973e-07,0.999999265436138
"ComplexClass:LongParameterList",-0.116916086252561,6380.26505665117,-1.83246440726911e-05,0.999985379049413
