"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.22669297841023,0.507749721359483,-6.35488872307181,2.08577554417943e-10
"sloc",0.0101163379960428,0.00456867383715306,2.21428325956986,0.0268092994704418
"AntiSingleton",-17.5606641875536,10688.4698051672,-0.00164295399693829,0.998689112961479
"ClassDataShouldBePrivate",-0.386380863343393,13409.7998041809,-2.88133207792503e-05,0.999977010296208
"ComplexClass",-18.7131678582298,7334.62420906685,-0.00255134650730942,0.997964322221056
"LongParameterList",-1.32698301494045,1.13088553718441,-1.17340170274373,0.240634754722954
"AntiSingleton:ComplexClass",16.7599024741614,20238.3207405315,0.000828127130162344,0.999339250223985
"ClassDataShouldBePrivate:ComplexClass",0.922546777118699,25747.2675457944,3.58308614876452e-05,0.999971411108825
"ComplexClass:LongParameterList",-0.419708783683004,10122.683435791,-4.14622057822167e-05,0.999966917946159
"(Intercept)",-3.03399357040105,0.439663903675872,-6.90071107733638,5.17428753161513e-12
"sloc",0.00352396470007634,0.00329156208949378,1.07060556789263,0.284346818877553
