"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.58870384366884,0.299779678868155,-15.3069209393842,6.87420354196068e-53
"sloc",0.0014364557614244,0.0011887644524954,1.20836029241037,0.226908706292371
"AntiSingleton",-16.0729268601419,9025.59654917446,-0.00178081601283319,0.99857911514874
"ClassDataShouldBePrivate",-16.2665750555725,8151.09220888632,-0.00199563133856328,0.998407717622795
"ComplexClass",-16.8809170788397,2738.81563034472,-0.00616358286107596,0.995082203533584
"LongParameterList",-16.7827984928748,18107.5167598245,-0.000926841527498188,0.999260487560776
"AntiSingleton:ClassDataShouldBePrivate",14.3376568649943,26513.8997513519,0.000540760016423582,0.999568535952824
"AntiSingleton:ComplexClass",6.05534813920118,41242.0830795211,0.000146824497868489,0.999882851000424
"ClassDataShouldBePrivate:ComplexClass",12.9049392006437,32602.1788107152,0.000395830575482958,0.999684172903376
"ClassDataShouldBePrivate:LongParameterList",16.1329520367731,32417.9295870674,0.000497655224817597,0.999602928595905
"ComplexClass:LongParameterList",16.8124152313635,25756.8573092842,0.00065273550377217,0.999479192456235
