class,SLOC
org.apache.hadoop.hive.serde2.objectinspector.primitive.WritableHiveVarcharObjectInspector,100
org.apache.hadoop.hive.common.type.HiveChar,49
org.apache.hadoop.hive.common.type.HiveVarchar,30
org.apache.hadoop.hive.serde2.io.HiveCharWritable,63
org.apache.hadoop.hive.serde2.io.HiveVarcharWritable,42
org.apache.hadoop.hive.serde2.typeinfo.CharTypeInfo,30
org.apache.hadoop.hive.serde2.typeinfo.VarcharTypeInfo,30
org.apache.hadoop.hive.serde2.typeinfo.BaseCharUtils,22
org.apache.hive.common.util.HiveStringUtils,551
org.apache.hadoop.hive.serde2.objectinspector.primitive.AbstractPrimitiveWritableObjectInspector,18
org.apache.hadoop.hive.serde2.typeinfo.BaseCharTypeInfo,34
org.apache.hadoop.hive.common.type.HiveBaseChar,49
org.apache.hive.service.cli.thrift.TestThriftBinaryCLIService,28
org.apache.hadoop.hive.conf.HiveConf,2394
org.apache.hive.service.auth.HiveAuthFactory,249
org.apache.hive.service.cli.thrift.ThriftCLIServiceTest,170
org.apache.hadoop.hive.ql.optimizer.metainfo.annotation.AnnotateWithOpTraits,34
org.apache.hadoop.hive.ql.exec.DemuxOperator,206
org.apache.hadoop.hive.ql.exec.GroupByOperator,764
org.apache.hadoop.hive.ql.exec.JoinOperator,165
org.apache.hadoop.hive.ql.exec.MapJoinOperator,235
org.apache.hadoop.hive.ql.exec.MuxOperator,191
org.apache.hadoop.hive.ql.exec.ReduceSinkOperator,396
org.apache.hadoop.hive.ql.exec.SMBMapJoinOperator,580
org.apache.hadoop.hive.ql.exec.SelectOperator,120
org.apache.hadoop.hive.ql.exec.TableScanOperator,213
org.apache.hadoop.hive.ql.exec.UnionOperator,95
org.apache.hadoop.hive.ql.lib.DefaultRuleDispatcher,35
org.apache.hadoop.hive.ql.lib.PreOrderWalker,16
org.apache.hadoop.hive.ql.lib.RuleRegExp,25
org.apache.hadoop.hive.ql.optimizer.metainfo.annotation.OpTraitsRulesProcFactory,250
org.apache.hadoop.hive.ql.parse.ParseContext,302
org.apache.hadoop.hive.ql.parse.SemanticException,18
org.apache.hadoop.hive.ql.optimizer.metainfo.annotation.AnnotateOpTraitsProcCtx,24
org.apache.hadoop.hive.ql.exec.CommonJoinOperator,514
org.apache.hadoop.hive.ql.udf.generic.GenericUDFEWAHBitmapEmpty,56
org.apache.hadoop.hive.ql.exec.UDFArgumentException,75
org.apache.hadoop.hive.ql.exec.UDFArgumentLengthException,5
org.apache.hadoop.hive.ql.exec.UDFArgumentTypeException,13
org.apache.hadoop.hive.ql.index.bitmap.BitmapObjectInput,116
org.apache.hadoop.hive.ql.metadata.HiveException,25
org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory,286
org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorUtils,888
org.apache.hadoop.hive.ql.udf.generic.GenericUDF,82
org.apache.hadoop.hive.serde2.objectinspector.CrossMapEqualComparer,38
org.apache.hadoop.hive.serde2.objectinspector.ObjectInspectorUtils,925
org.apache.hive.service.TestHS2ImpersonationWithRemoteMS,65
org.apache.hive.jdbc.miniHS2.MiniHS2,257
org.apache.hive.jdbc.miniHS2.AbstractHiveService,72
org.apache.hive.ptest.execution.TestScripts,148
org.apache.hadoop.hive.metastore.model.MRoleMap,64
org.apache.hadoop.hive.metastore.model.MRole,31
org.apache.hadoop.hive.ql.udf.generic.GenericUDTFInline,34
org.apache.hadoop.hive.serde2.objectinspector.StructObjectInspector,24
org.apache.hadoop.hive.ql.udf.generic.GenericUDTF,27
org.apache.hive.service.cli.thrift.TColumnValue,558
org.apache.hive.service.cli.thrift.TBoolValue,274
org.apache.hive.service.cli.thrift.TByteValue,274
org.apache.hive.service.cli.thrift.TDoubleValue,274
org.apache.hive.service.cli.thrift.TI16Value,274
org.apache.hive.service.cli.thrift.TI32Value,274
org.apache.hive.service.cli.thrift.TI64Value,274
org.apache.hive.service.cli.thrift.TStringValue,278
org.apache.hadoop.hive.common.JavaUtils,74
org.apache.hadoop.hive.hbase.HBaseLazyObjectFactory,19
org.apache.hadoop.hive.serde2.SerDeException,15
org.apache.hadoop.hive.serde2.lazy.objectinspector.LazyObjectInspectorFactory,139
org.apache.hadoop.hive.serde2.typeinfo.TypeInfo,21
org.apache.hadoop.hive.serde2.lazy.LazySimpleSerDe,360
org.apache.hadoop.hive.accumulo.columns.TestHiveAccumuloColumnMapping,10
org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory,159
org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping,43
org.apache.hadoop.hive.accumulo.columns.ColumnEncoding,93
org.apache.hadoop.hive.serde2.typeinfo.PrimitiveTypeInfo,48
org.apache.hadoop.hive.ql.udf.generic.GenericUDFPower,78
org.apache.hadoop.hive.ql.exec.FunctionRegistry,1368
org.apache.hadoop.hive.ql.exec.vector.expressions.FuncPowerDoubleToDouble,43
org.apache.hadoop.hive.ql.exec.vector.expressions.FuncPowerLongToDouble,43
org.apache.hadoop.hive.serde2.io.DoubleWritable,11
org.apache.hadoop.hive.serde2.objectinspector.ObjectInspectorConverters,355
org.apache.hadoop.hive.ql.udf.generic.GenericUDFUtils,289
org.apache.hadoop.hive.ql.optimizer.TableSizeBasedBigTableSelectorForAutoSMJ,43
org.apache.hadoop.hive.ql.metadata.Partition,388
org.apache.hadoop.hive.ql.metadata.Table,675
org.apache.hadoop.hive.ql.optimizer.ppr.PartitionPruner,319
org.apache.hadoop.hive.ql.parse.PrunedPartitionList,28
org.apache.hadoop.hive.ql.optimizer.SizeBasedBigTableSelectorForAutoSMJ,43
org.apache.hadoop.hive.ql.exec.Operator,835
org.apache.hadoop.hive.ql.plan.TableScanDesc,160
org.apache.hadoop.hive.ql.udf.generic.GenericUDFTestTranslate,73
