round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,4,1,30.8195272229723,147,68.5170688140398,151,128.852089011234,1,0.074556069525437,0.0378583520375053,-116.852089011234 
2,1,1,24.8825333527526,150,32.0750339093766,151,134.863854800679,1,0.0266941338591349,0.0102332170417077,-128.863854800679 
