"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-39.1505284841237,3139134.08109291,-1.24717605150823e-05,0.999990048974839
"sloc",0.0296122358041775,0.00245445159663944,12.0647055516278,1.62241604973828e-33
"AntiSingleton",31.4634129321014,3139134.081093,1.00229592363084e-05,0.999992002835572
"ClassDataShouldBePrivate",-32.1776382474415,10654603.2894599,-3.02006910752588e-06,0.999997590333487
"ComplexClass",32.2525817153338,3139134.08109298,1.02743562021104e-05,0.999991802249814
"LongParameterList",35.0459516408069,3139134.08109291,1.1164209853886e-05,0.999991092249324
"AntiSingleton:ComplexClass",-68.8641173244521,67182243.1163888,-1.02503450510203e-06,0.999999182140794
"AntiSingleton:LongParameterList",-66.3371555501117,38872278.5358569,-1.70654147502366e-06,0.999998638376905
"ClassDataShouldBePrivate:LongParameterList",33.1351005784641,78219691.0912873,4.23615845526587e-07,0.999999662003457
"ComplexClass:LongParameterList",-37.2636770423716,3139134.08109299,-1.18706866542627e-05,0.999990528562393
"(Intercept)",-3.56104676378048,0.212120058606056,-16.7878831789028,2.99332270076608e-63
"sloc",0.0180285734584523,0.000699896022287534,25.7589311617,2.56019146964621e-146
