"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.07160094015445,0.381495516584099,-2.80894766404999,0.00497037259292664
"sloc",0.0218940203903736,0.0061566889188595,3.55613555905133,0.000376349939260124
"AntiSingleton",-1.15017026340116,2.8114166857008,-0.409107006176304,0.682461134909704
"ClassDataShouldBePrivate",-36.8244309446373,16270909.9339475,-2.26320661193061e-06,0.999998194222386
"ComplexClass",-1.69360816734432,1.54949136287366,-1.09300910474478,0.274389802225458
"LongParameterList",-0.919986753654568,1.1495762059615,-0.800283399120195,0.423546619118499
"AntiSingleton:ClassDataShouldBePrivate",35.9010781929802,16270909.9339478,2.20645792636808e-06,0.999998239501287
"AntiSingleton:ComplexClass",-36.0182847157125,67108864.0000003,-5.36714266474728e-07,0.999999571763973
"AntiSingleton:LongParameterList",-37.0984224248681,67108864.0000003,-5.5280957259041e-07,0.999999558921777
"ComplexClass:LongParameterList",-43.9189354792257,20301992.7901244,-2.16328199567628e-06,0.999998273950695
"(Intercept)",-0.79414533580537,0.359594496459497,-2.20844685784789,0.0272131384365109
"sloc",0.0124024301137293,0.00488759292221191,2.5375333648115,0.0111636726209257
