"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.4575079428904,0.323905438506241,-4.49979459934976,6.80191542653425e-06
"sloc",0.0353345256501708,0.00586929844084643,6.02022984625656,1.74169571373115e-09
"ClassDataShouldBePrivate",-35.9623310129977,7285612.41146863,-4.93607523732497e-06,0.999996061581777
"ComplexClass",-44.1380360248981,4434125.41943356,-9.95416950351768e-06,0.999992057721838
"LongParameterList",-0.0988033901097237,1.08099282810928,-0.0914005972477513,0.927174287202242
"ClassDataShouldBePrivate:ComplexClass",3.2301208468256,36581020.3536393,8.83004578767647e-08,0.999999929546428
"ClassDataShouldBePrivate:LongParameterList",-34.1662175631395,36539286.0239412,-9.35054328668414e-07,0.999999253934588
"ComplexClass:LongParameterList",-10.0042150096678,27672763.8400102,-3.61518461527988e-07,0.999999711550001
"(Intercept)",-1.05376741180519,0.248231963567432,-4.2450915533242,2.1850418690308e-05
"sloc",0.0238561807740919,0.00186706995419556,12.7773363394788,2.19457413162178e-37
