"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.747177283773122,0.161696003830695,-4.62087662076955,3.82121982416427e-06
"sloc",-0.000708982020781096,0.00129613007979019,-0.546999125964164,0.584379332600484
"AntiSingleton",-0.0259959360471659,77490641.3908198,-3.35471943199654e-10,0.999999999732332
"ClassDataShouldBePrivate",-36.2518102815859,67108863.9999999,-5.40194068574696e-07,0.999999568987493
"ComplexClass",-33.4118458336297,24213384.4465264,-1.37989160116866e-06,0.999998899005796
"LongParameterList",-35.9909599558813,15395829.2837797,-2.33770843340018e-06,0.999998134778533
"AntiSingleton:ComplexClass",35.5221282275586,124893101.266943,2.84420259143334e-07,0.999999773065467
"AntiSingleton:LongParameterList",36.0112840713855,79005259.7136567,4.55808691749173e-07,0.999999636317282
"ClassDataShouldBePrivate:ComplexClass",-1.8964061415352,94906265.6242514,-1.99818855906033e-08,0.999999984056762
"ComplexClass:LongParameterList",71.3906706885273,28693545.3663464,2.48803937530351e-06,0.999998014831796
