class,SLOC
org.apache.tools.ant.BuildException,40
org.apache.tools.zip.ZipEncodingHelper,128
org.apache.tools.zip.FallbackZipEncoding,26
org.apache.tools.zip.NioZipEncoding,46
org.apache.tools.zip.Simple8BitZipEncoding,124
org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin,31
org.apache.tools.ant.types.Commandline,311
org.apache.tools.ant.taskdefs.optional.sos.SOS,202
org.apache.tools.ant.Project,922
org.apache.tools.ant.input.DefaultInputHandler,60
org.apache.tools.ant.helper.DefaultExecutor,24
org.apache.tools.ant.types.FilterSet,340
org.apache.tools.ant.types.FilterSetCollection,26
org.apache.tools.ant.types.Description,51
org.apache.tools.ant.types.Path,394
org.apache.tools.ant.types.Resource,176
org.apache.tools.ant.types.resources.FileResource,203
org.apache.tools.ant.util.CollectionUtils,123
org.apache.tools.ant.util.FileUtils,650
org.apache.tools.ant.util.JavaEnvUtils,267
org.apache.tools.ant.util.StringUtils,148
org.apache.tools.ant.util.VectorSet,151
org.apache.tools.ant.Target,231
org.apache.tools.ant.Task,170
org.apache.tools.ant.AntClassLoader,706
org.apache.tools.ant.BuildEvent,52
org.apache.tools.ant.ProjectComponent,43
org.apache.tools.ant.ComponentHelper,601
org.apache.tools.ant.MagicNames,45
org.apache.tools.ant.Main,782
org.apache.tools.ant.launch.Locator,269
org.apache.tools.ant.PropertyHelper,426
org.apache.tools.ant.TaskAdapter,74
org.apache.tools.ant.UnknownElement,374
org.apache.tools.ant.IntrospectionHelper,932
org.apache.tools.ant.taskdefs.optional.TraXLiaisonTest,80
org.apache.tools.ant.util.JAXPUtils,94
org.apache.tools.ant.taskdefs.optional.AbstractXSLTLiaisonTest,52
org.apache.tools.ant.taskdefs.optional.TraXLiaison,336
org.apache.tools.ant.util.FlatFileNameMapper,9
org.apache.tools.ant.taskdefs.optional.unix.Symlink,280
org.apache.tools.ant.DirectoryScanner,846
org.apache.tools.ant.dispatch.DispatchTask,12
org.apache.tools.ant.dispatch.DispatchUtils,89
org.apache.tools.ant.taskdefs.Execute,355
org.apache.tools.ant.taskdefs.LogOutputStream,30
