round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,4,1,505.502727064906,2054,540.004305323826,2058,3275.77382109971,1,0.0261059505716399,0.00199478775062469,-3263.77382109971 
2,1,1,505.319275598673,2057,538.634033178937,2058,3270.8570864726,1,0.0260255202461464,0.00198784751790051,-3264.8570864726 
