round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,5,1,87.8899044952795,1389,100.652864276297,1394,693.310458780874,1,0.00596075371643369,0.00110253479391199,-679.310458780874 
2,1,1,87.3958228757319,1393,96.9949771487677,1394,687.988683235656,1,0.00570380694073441,0.00105463825757906,-681.988683235656 
