"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.72362197300317,0.401371420414294,-4.29433159746165,1.75220422098675e-05
"sloc",0.0171555219984362,0.00250151264008693,6.85805928921471,6.98022911035439e-12
"AntiSingleton",-138.35391485783,4561601.32145017,-3.03301198654173e-05,0.999975800065636
"ClassDataShouldBePrivate",2.26396710871646,3.8912018255947,0.581816932194325,0.560689997659019
"ComplexClass",-1.75422134472127,1.61564734771819,-1.0857699529534,0.27758078301168
"LongParameterList",-2.51259548067596,1.80683666671861,-1.39060465561565,0.164345343812447
"AntiSingleton:ClassDataShouldBePrivate",107.832580997784,3879449.4139081,2.77958466506088e-05,0.999977822123106
"AntiSingleton:ComplexClass",106.956599416085,2783289.30125121,3.84281286778215e-05,0.999969338789435
"AntiSingleton:LongParameterList",4.41767350542491,3988590.56177021,1.1075775858689e-06,0.999999116280944
"ClassDataShouldBePrivate:ComplexClass",-75.5951874511506,1373064.52811002,-5.50558155888019e-05,0.999956071814782
"ClassDataShouldBePrivate:LongParameterList",-31.3792451661677,3989024.42392884,-7.86639584805096e-06,0.999993723524204
"ComplexClass:LongParameterList",1.49628868430511,3.69276573370715,0.405194586444288,0.685334483970823
"(Intercept)",-1.39179042860645,0.395085753828278,-3.52275528823899,0.000427085502453668
"sloc",0.0120038184703063,0.00212504829904792,5.6487273610131,1.61639969935372e-08
