"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.90428557620637,0.205632039442943,-14.1237016569698,2.71354933576813e-45
"sloc",0.00564328342348337,0.00233065190537402,2.42133259388547,0.0154637217177106
"AntiSingleton",0.869772350237036,1.01292956683131,0.858670117565923,0.390522541389248
"ClassDataShouldBePrivate",-16.6123608662031,2277.7659041566,-0.00729326961822017,0.994180864362261
"ComplexClass",0.24208933123811,0.593923324144872,0.407610412651615,0.683559718487804
"LongParameterList",0.594489677405492,0.448209508705091,1.32636560773334,0.184718624918827
"AntiSingleton:ClassDataShouldBePrivate",15.0865298964516,2277.7663435612,0.00662338783743039,0.994715339743361
"AntiSingleton:ComplexClass",-18.2550746101783,9426.61691640895,-0.0019365457164597,0.998454861037314
"AntiSingleton:LongParameterList",-18.686480924249,9426.61691253666,-0.00198231041927645,0.998418346157607
"ComplexClass:LongParameterList",-19.3375550340935,4043.63053960017,-0.00478222598348602,0.996184350265297
"(Intercept)",-2.78893098827778,0.174652068931251,-15.9684967108841,2.1182993358722e-57
"sloc",0.00400401381300295,0.0015076549880306,2.65578918571633,0.00791230604903979
