round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,5,2,170.748120304554,332,185.367720008809,337,878.144506186208,1,0.0698259478117284,0.00904793201980306,-864.144506186208 
2,2,2,170.634509315672,335,184.361029379947,337,872.945749109638,1,0.0693570462355705,0.0089760437168908,-864.945749109638 
