class,SLOC
org.apache.falcon.entity.ProcessHelper,74
org.apache.falcon.FalconException,12
org.apache.falcon.entity.v0.EntityType,55
org.apache.falcon.hadoop.HadoopClientFactory,138
org.apache.falcon.entity.EntityUtil,586
org.apache.falcon.entity.FeedHelper,312
org.apache.falcon.entity.ClusterHelper,97
org.apache.falcon.util.ReflectionUtilsTest,13
org.apache.falcon.entity.parser.ClusterEntityParser,192
org.apache.falcon.util.ReflectionUtils,34
org.apache.falcon.util.StartupProperties,22
org.apache.falcon.Main,66
org.apache.falcon.util.BuildProperties,23
org.apache.falcon.util.EmbeddedServer,34
org.apache.falcon.resource.TestContext,344
org.apache.falcon.FalconRuntimException,12
org.apache.falcon.cli.FalconCLI,740
org.apache.falcon.client.FalconCLIException,40
org.apache.falcon.client.FalconClient,861
org.apache.falcon.cluster.util.EmbeddedCluster,93
org.apache.falcon.entity.store.ConfigurationStore,238
org.apache.falcon.entity.v0.SchemaHelper,34
org.apache.falcon.security.CurrentUser,87
org.apache.falcon.util.DeploymentUtil,47
org.apache.falcon.resource.APIResult,52
org.apache.falcon.resource.InstancesResult,139
org.apache.falcon.resource.channel.IPCChannel,31
org.apache.falcon.FalconWebException,43
org.apache.falcon.resource.AbstractEntityManager,653
org.apache.falcon.resource.channel.AbstractChannel,21
org.apache.falcon.entity.v0.Entity,57
org.apache.falcon.messaging.JMSMessageProducerTest,178
org.apache.falcon.workflow.WorkflowExecutionArgs,66
org.apache.falcon.workflow.WorkflowExecutionContext,230
org.apache.falcon.messaging.JMSMessageProducer,175
org.apache.falcon.catalog.HiveCatalogServiceIT,253
org.apache.falcon.catalog.HiveCatalogService,231
org.apache.falcon.catalog.CatalogPartition,83
org.apache.falcon.catalog.CatalogServiceFactory,15
org.apache.falcon.catalog.AbstractCatalogService,22
org.apache.falcon.entity.parser.EntityParserFactory,16
org.apache.falcon.entity.parser.EntityParser,70
org.apache.falcon.entity.parser.ProcessEntityParser,188
org.apache.falcon.entity.parser.FeedEntityParser,355
org.apache.falcon.LifeCycle,12
org.apache.falcon.Tag,10
org.apache.falcon.security.RemoteUserInHeaderBasedAuthenticationHandler,12
org.apache.falcon.process.TableStorageProcessIT,117
org.apache.falcon.util.FSUtils,56
org.apache.falcon.util.HiveTestUtils,124
org.apache.falcon.util.OozieTestUtils,124
org.apache.falcon.entity.ColoClusterRelation,47
org.apache.falcon.util.DeploymentProperties,22
org.apache.falcon.resource.EntityManagerPaginationJerseyIT,115
org.apache.falcon.resource.EntityList,118
org.apache.falcon.resource.EntitySummaryResult,141
org.apache.falcon.cluster.util.StandAloneCluster,21
org.apache.falcon.resource.metadata.MetadataTestContext,153
org.apache.falcon.cluster.util.EntityBuilderTestUtil,118
org.apache.falcon.metadata.MetadataMappingService,181
org.apache.falcon.service.Services,44
org.apache.falcon.workflow.WorkflowJobEndNotificationService,84
org.apache.falcon.recipe.RecipeToolArgs,36
org.apache.falcon.service.SharedLibraryHostingService,126
org.apache.falcon.security.DefaultAuthorizationProvider,158
org.apache.falcon.entity.EntityNotRegisteredException,5
org.apache.falcon.entity.v0.AccessControlList,13
org.apache.falcon.service.ServiceInitializer,36
org.apache.falcon.aspect.GenericAlert,83
org.apache.falcon.resource.channel.MethodKey,49
org.apache.falcon.entity.EntityTypeTest,13
org.apache.falcon.security.SecurityUtil,39
org.apache.falcon.entity.parser.ValidationException,12
org.apache.falcon.cli.FalconCLISmokeIT,62
org.apache.falcon.metadata.RelationshipType,29
org.apache.falcon.entity.v0.EntityGraph,170
org.apache.falcon.entity.v0.Frequency,64
org.apache.falcon.expression.ExpressionHelper,163
org.apache.falcon.group.FeedGroup,55
org.apache.falcon.group.FeedGroupMap,71
org.apache.falcon.entity.CatalogStorage,399
org.apache.falcon.entity.parser.CrossEntityValidations,97
org.apache.falcon.entity.FileSystemStorage,371
org.apache.falcon.replication.CustomReplicator,19
org.apache.falcon.replication.FilteredCopyListing,104
org.apache.falcon.oozie.OozieOrchestrationWorkflowBuilder,231
org.apache.falcon.oozie.feed.FSReplicationWorkflowBuilder,27
org.apache.falcon.oozie.feed.FeedRetentionWorkflowBuilder,55
org.apache.falcon.oozie.feed.HCatReplicationWorkflowBuilder,81
org.apache.falcon.oozie.process.HiveProcessWorkflowBuilder,49
org.apache.falcon.oozie.process.OozieProcessWorkflowBuilder,12
org.apache.falcon.oozie.process.PigProcessWorkflowBuilder,38
org.apache.falcon.util.OozieUtils,51
org.apache.falcon.util.RuntimeProperties,54
org.apache.falcon.oozie.OozieEntityBuilder,203
org.apache.falcon.resource.channel.HTTPChannel,127
org.apache.falcon.resource.proxy.BufferedRequest,255
org.apache.falcon.resource.channel.NullServletRequest,222
org.apache.falcon.Debug,47
org.apache.falcon.workflow.engine.OozieWorkflowEngine,1205
org.apache.falcon.oozie.workflow.FalconPostProcessingTest,150
org.apache.falcon.workflow.FalconPostProcessing,43
org.apache.falcon.resource.EntityManagerJerseySmokeIT,66
org.apache.falcon.resource.EntityManagerJerseyIT,587
org.apache.falcon.lifecycle.TableStorageFeedReplicationIT,133
org.apache.falcon.entity.common.FeedDataPath,36
org.apache.falcon.entity.WorkflowNameBuilder,78
org.apache.falcon.Pair,38
org.apache.falcon.rerun.service.RetryService,33
org.apache.falcon.rerun.event.RetryEvent,30
org.apache.falcon.rerun.handler.AbstractRerunHandler,29
org.apache.falcon.rerun.handler.RerunHandlerFactory,18
org.apache.falcon.rerun.queue.DelayedQueue,9
org.apache.falcon.rerun.queue.InMemoryQueue,102
org.apache.falcon.rerun.event.RerunEvent,77
org.apache.falcon.logging.DefaultTaskLogRetriever,24
org.apache.falcon.resource.provider.JAXBContextResolver,28
org.apache.falcon.resource.InstancesSummaryResult,56
org.apache.falcon.security.ClientCertificateFilter,48
org.apache.falcon.rerun.policy.PeriodicPolicy,6
org.apache.falcon.rerun.policy.ExpBackoffPolicy,25
org.apache.falcon.retention.FeedEvictor,64
org.apache.falcon.workflow.util.OozieActionConfigurationHelper,39
org.apache.falcon.aspect.LoggingAspectTest,42
org.apache.falcon.entity.EntityUtilTest,169
org.apache.falcon.entity.AbstractTestBase,124
org.apache.falcon.util.ResourcesReflectionUtil,83
org.apache.falcon.util.ApplicationProperties,100
org.apache.falcon.entity.store.EntityAlreadyExistsException,11
org.apache.falcon.workflow.WorkflowExecutionContextTest,238
org.apache.falcon.aspect.AlertMessage,27
org.apache.falcon.rerun.queue.ActiveMQueue,88
org.apache.falcon.messaging.util.MessagingUtil,54
org.apache.falcon.rerun.event.RerunEventFactory,37
org.apache.falcon.rerun.policy.AbstractRerunPolicy,12
org.apache.falcon.security.FalconAuditFilter,50
org.apache.falcon.util.Servlets,34
org.apache.falcon.rerun.handler.LateRerunHandler,161
org.apache.falcon.rerun.event.LaterunEvent,16
org.apache.falcon.rerun.policy.RerunPolicyFactory,16
org.apache.falcon.workflow.engine.AbstractWorkflowEngine,39
org.apache.falcon.rerun.handler.LateRerunConsumer,81
org.apache.falcon.resource.metadata.MetadataDiscoveryResourceTest,241
org.apache.falcon.resource.metadata.MetadataDiscoveryResource,147
org.apache.falcon.resource.metadata.AbstractMetadataResource,33
org.apache.falcon.entity.store.StoreAccessException,8
org.apache.falcon.late.LateDataHandlerIT,129
org.apache.falcon.latedata.LateDataHandler,156
org.apache.falcon.cli.TestCLIParser,36
org.apache.falcon.cli.CLIParser,71
org.apache.falcon.security.FalconAuditFilterTest,85
org.apache.falcon.cleanup.ProcessCleanupHandler,17
org.apache.falcon.cleanup.AbstractCleanupHandler,102
org.apache.falcon.resource.metadata.LineageMetadataResource,334
org.apache.falcon.metadata.GraphUtils,40
org.apache.falcon.metadata.RelationshipLabel,20
org.apache.falcon.metadata.RelationshipProperty,29
org.apache.falcon.security.DefaultAuthorizationProviderTest,285
org.apache.falcon.workflow.WorkflowJobEndNotificationServiceTest,101
org.apache.falcon.group.FeedGroupMapTest,134
org.apache.falcon.rerun.handler.AbstractRerunConsumer,38
org.apache.falcon.rerun.queue.ActiveMQTest,32
org.apache.falcon.replication.FeedReplicatorTest,22
org.apache.falcon.replication.FeedReplicator,122
org.apache.falcon.resource.SchedulableEntityManager,100
org.apache.falcon.resource.AbstractSchedulableEntityManager,159
