round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,8,2,903.146076223675,1257,931.421695532235,1265,1861.18772446821,1,11260.6547409922,47754.7653858842,-1841.18772446821 
2,2,2,906.186440175745,1263,931.421745957071,1265,1852.22800827463,1,11282.3544777287,48046.4772202234,-1844.22800827463 
