"(Intercept)",-3.44264070370428,0.406729061418944,-8.46421126558804,2.5789197356449e-17
"sloc",0.0181297873841014,0.00688573441258701,2.63294897795658,0.00846470622477568
"ClassDataShouldBePrivate",-34.2099151288707,13987555.3690499,-2.44573938949807e-06,0.999998048582301
"ComplexClass",-1.91500449811795,1.72700238613716,-1.10886036608282,0.267490423978758
"LongParameterList",1.3371773683654,0.796716576278218,1.67836016995139,0.0932768082464598
"LongParameterList:ClassDataShouldBePrivate.1",-261.602318197893,1366335.3445695,-0.00019146274685613,0.999847234831248
"LongParameterList:ComplexClass.1",1.83385470321182,2.58955323297527,0.708174166825223,0.478837106458709
"ComplexClass:LongParameterList.1",3.59736877839256,3.06460427076472,1.17384447078869,0.240457327749356
"(Intercept)",-3.44370266051222,0.415630222937808,-8.28549626678016,1.17617600303773e-16
"sloc",0.0309295108692024,0.00637569426384193,4.85115966814954,1.2274168247733e-06
"(Intercept)",-4.87851952786897,0.248123863395881,-19.661629724366,4.59719189434319e-86
"sloc",0.00715240740429961,0.00209941147887097,3.4068630548529,0.000657140894315657
"ClassDataShouldBePrivate",-16.7565002205025,5905.86771857966,-0.00283726304397017,0.997736194659575
"ComplexClass",-0.167834249943189,0.681089496269103,-0.246420258809682,0.805356925400889
"LongParameterList",0.72994280356076,0.390341438617774,1.87001105018606,0.061482283372764
"LongParameterList:ClassDataShouldBePrivate.1",-138.905619452432,19720.4908859696,-0.0070437201718573,0.994379970896313
"LongParameterList:ComplexClass.1",1.30236807934171,0.75790134606619,1.71838734170552,0.0857259876634339
"ComplexClass:LongParameterList.1",0.14473318366576,1.14509616934857,0.126393911306241,0.899420121575484
"(Intercept)",-4.6639766287596,0.214463256675595,-21.7472060298632,7.34169470021733e-105
"sloc",0.00825040427323957,0.00163448558517153,5.04770696547547,4.47144269690212e-07
"(Intercept)",-3.44264070370428,0.406729061418944,-8.46421126558804,2.5789197356449e-17
"sloc",0.0181297873841014,0.00688573441258701,2.63294897795658,0.00846470622477568
"ClassDataShouldBePrivate",-34.2099151288707,13987555.3690499,-2.44573938949807e-06,0.999998048582301
"ComplexClass",-1.91500449811795,1.72700238613716,-1.10886036608282,0.267490423978758
"LongParameterList",1.3371773683654,0.796716576278218,1.67836016995139,0.0932768082464598
"LongParameterList:ClassDataShouldBePrivate.1",-261.602318197893,1366335.3445695,-0.00019146274685613,0.999847234831248
"LongParameterList:ComplexClass.1",1.83385470321182,2.58955323297527,0.708174166825223,0.478837106458709
"ComplexClass:LongParameterList.1",3.59736877839256,3.06460427076472,1.17384447078869,0.240457327749356
"(Intercept)",-3.44370266051222,0.415630222937808,-8.28549626678016,1.17617600303773e-16
"sloc",0.0309295108692024,0.00637569426384193,4.85115966814954,1.2274168247733e-06
