round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,7,1,96.3624294058746,2417,127.981565607205,2424,640.127159690435,1,0.00537821145555023,0.00106118726485765,-622.127159690435 
2,1,1,93.8108003506539,2423,114.119869869747,2424,635.871086544651,1,0.00466332253038194,0.000906374908500678,-629.871086544651 
