"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.67090606791993,0.400613967803412,-4.17086323045999,3.03447954035699e-05
"sloc",0.0163473323479425,0.0023651573399178,6.91173144045912,4.78773616381786e-12
"ClassDataShouldBePrivate",2.14605706101914,3.75782929612999,0.571089555140054,0.567938938387484
"ComplexClass",-1.66790671593888,1.59814337800143,-1.04365274035969,0.296646082460458
"LongParameterList",-2.57850239691695,1.78260149117667,-1.44648280037896,0.148041832753893
"ClassDataShouldBePrivate:ComplexClass",0.239125774714983,10.4182685768698,0.0229525446527536,0.98168812684593
"ClassDataShouldBePrivate:LongParameterList",-38.2309923714111,30368139.779833,-1.25891782139384e-06,0.999998995528907
"ComplexClass:LongParameterList",1.63053199304752,3.63938473575289,0.448024078638722,0.65413581910559
"(Intercept)",-1.39179042860645,0.395085753828278,-3.52275528823899,0.000427085502453668
"sloc",0.0120038184703063,0.00212504829904792,5.6487273610131,1.61639969935372e-08
