"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.17003495537752,0.236153921008663,-13.4235965333019,4.39838215899177e-41
"sloc",0.000165952552536667,0.000288007443004736,0.576209249335051,0.564473754136911
"AntiSingleton",-14.1458238632623,2002.16324869548,-0.00706526996361517,0.994362777078019
"ComplexClass",1.81596269915181,0.568955573148222,3.19174780045387,0.0014141474982252
"LongParameterList",1.7702703690888,0.623722942478787,2.83823192722947,0.00453642070899976
"ComplexClass:LongParameterList",-1.73238867179724,1.05798249418416,-1.63744549774724,0.101537418198278
"(Intercept)",-3.08395909348509,0.221556169729752,-13.9195360582682,4.8202275511152e-44
"ComplexClass",1.47657299631574,0.505540096336215,2.92078315254688,0.00349152756463797
"LongParameterList",0.940568591000518,0.571576844927422,1.64556804452068,0.0998527227361524
"(Intercept)",-3.0422522891889,0.218221608503993,-13.9411138523123,3.56335330695757e-44
"ComplexClass",1.81010860789623,0.436471722555733,4.14713832386952,3.36656686715179e-05
