round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,5,0,151.182417018713,333,160.671543518569,338,900.952260277635,1,0.0650792127633202,0.00921595416867972,-886.952260277635 
