"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.578692971067269,0.185764132908742,3.11520292968264,0.00183818401327585
"sloc",0.0136971437565267,0.00268976012560212,5.09232909884875,3.53691481860155e-07
"AntiSingleton",0.662819444619232,2.04667783489793,0.323851381647609,0.746050553709138
"ClassDataShouldBePrivate",-1.31535623399967,0.696893855898976,-1.88745563311487,0.0590990684030205
"ComplexClass",-0.00603863635329194,0.659572670968203,-0.00915537683577411,0.992695168224172
"LongParameterList",-1.02294163723467,1.33381098941759,-0.766931480809993,0.443122255276575
"AntiSingleton:ClassDataShouldBePrivate",0.707447145124967,2.97969656390763,0.237422546206252,0.812329000358692
"AntiSingleton:ComplexClass",1.07820004097569,3.55869343796054,0.302976375957127,0.761907865214809
"AntiSingleton:LongParameterList",-1.24280946635525,3.95855713466373,-0.313955167015879,0.75355508984727
"ClassDataShouldBePrivate:ComplexClass",0.070879694224191,4.98153419927035,0.014228486925689,0.988647693005156
"ComplexClass:LongParameterList",-0.213647748833673,2.20086389010103,-0.0970744941541412,0.922667235896896
"(Intercept)",0.540356162138891,0.178255631486383,3.03135534980375,0.00243458540406127
"sloc",0.0137661800572166,0.00200861628353554,6.85356390369666,7.20324512977949e-12
