"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.30657708809845,0.0932146440061718,-14.0168650755341,1.22925910901238e-44
"sloc",0.00542944149453123,0.000186728433790525,29.0766723862852,7.08147257813852e-186
"ClassDataShouldBePrivate",-35.6678693428605,12461803.1951578,-2.86217562452919e-06,0.999997716314259
"ComplexClass",-35.6620148645003,10476246.8669753,-3.40408309553291e-06,0.999997283934654
"LongParameterList",1.83135451137971,0.173568895460673,10.5511676301164,5.01696980847146e-26
"ClassDataShouldBePrivate:ComplexClass",72.844915615539,16280303.6609473,4.47441995755135e-06,0.999996429929397
"ClassDataShouldBePrivate:LongParameterList",-2.1285979544681,35793804.5717058,-5.94683348120729e-08,0.999999952551134
"ComplexClass:LongParameterList",31.4156832707704,10476246.8669753,2.99875362519408e-06,0.999997607340781
"(Intercept)",-1.25803014364512,0.0848675459812183,-14.8234537607996,1.03331964443596e-49
"sloc",0.00556176757082474,0.000162903289689309,34.1415301153968,1.7860338813029e-255
"LongParameterList",0.239200238658867,0.163584377124312,1.46224378430156,0.143674417274701
"(Intercept)",-1.23888067743351,0.0832700992242759,-14.8778575860317,4.58962483749337e-50
"sloc",0.00558099959196277,0.000161116540198462,34.6395198474852,6.42433789579123e-263
