"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.49694035440801,0.279897051907182,-12.4936662625787,8.08406510040058e-36
"sloc",0.00425341176203504,0.00141817588614241,2.99921314668858,0.00270677872999664
"AntiSingleton",0.991087885887266,0.790889991914695,1.25312988660775,0.210158441009969
"ClassDataShouldBePrivate",-35.0177794481674,30011996.3593576,-1.16679273943898e-06,0.999999069034088
"ComplexClass",0.68482346589094,0.925308484160507,0.740102871219484,0.459237576654288
"LongParameterList",1.29245967974738,0.463485369862446,2.78856629310857,0.00529419109221549
"AntiSingleton:ComplexClass",-37.0379038052979,67108863.9999999,-5.51907774884968e-07,0.999999559641307
"AntiSingleton:LongParameterList",-36.387457549572,67108863.9999999,-5.42215370380461e-07,0.999999567374727
"ClassDataShouldBePrivate:ComplexClass",71.8933659488372,73514077.2426926,9.77953728664716e-07,0.999999219705819
"ComplexClass:LongParameterList",-36.7340918214797,47453132.8121257,-7.74113101592588e-07,0.999999382347108
"(Intercept)",-3.4440421783036,0.265370894885519,-12.9782212167214,1.62613356788776e-38
"sloc",0.00501752008850584,0.000848359957685516,5.91437637178748,3.33135342437845e-09
"LongParameterList",0.984145416496438,0.434595589313062,2.26450852400968,0.0235428560871608
