round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,10,1,155.39983634864,905,167.012974001178,915,1045.64334352494,1,0.0182459578918108,0.00255507834908336,-1021.64334352494 
2,1,1,154.347272882125,914,157.323048502291,915,1035.77881277306,1,0.0169583766324046,0.00235266747428081,-1029.77881277306 
