"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-10.5996124036877,2.01462377380693,-5.26133590871818,1.43012487039721e-07
"sloc",0.0826769043151644,0.0192032269220171,4.30536516862032,1.66710504850505e-05
"ClassDataShouldBePrivate",-53.7371318681372,3602592.57726124,-1.49162389905853e-05,0.999988098563205
"ComplexClass",-5.42388547572556,5.75460694191391,-0.942529269240003,0.345921733181623
"LongParameterList",-55.7022921228104,21221686.1426563,-2.62478163838485e-06,0.999997905727255
"ClassDataShouldBePrivate:ComplexClass",-60.2439775462562,15504469.6925459,-3.88558775249306e-06,0.999996899749523
"ClassDataShouldBePrivate:LongParameterList",51.9678461458393,70476508.5925032,7.37378272330693e-07,0.999999411657261
"ComplexClass:LongParameterList",-54.9025234921205,44176462.4945104,-1.24280036000943e-06,0.999999008388781
"(Intercept)",-3.65952462440228,0.10440556242162,-35.0510503417823,3.75810841986292e-269
"sloc",0.00493357530583527,0.00025326849165243,19.4796252532108,1.63471615481988e-84
