"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.424259863265323,0.338544979991578,-1.25318610033998,0.21013798723947
"sloc",0.00949708980116016,0.00306316361828598,3.10041871236193,0.001932472486193
"ClassDataShouldBePrivate",1.14035499734654,1.66188024291158,0.68618361774893,0.492597327018722
"ComplexClass",-2.6203066887797,1.43731424005433,-1.82305762773258,0.0682946632473557
"LongParameterList",0.643042034017141,1.04780430958891,0.613704322584269,0.539410731448438
"ClassDataShouldBePrivate:ComplexClass",-37.0085230787479,28533460.5613192,-1.29702189467049e-06,0.999998965126255
"ClassDataShouldBePrivate:LongParameterList",0.5731430388742,4.22350085142822,0.135703308472256,0.892055832136245
"ComplexClass:LongParameterList",1.09355986721692,3.01668821812499,0.362503443559912,0.716975850688928
"(Intercept)",-0.267032924076555,0.337623289279489,-0.79091973970878,0.428990828553027
"sloc",0.00869332974606403,0.00273658930811101,3.17670237192616,0.00148959820988753
