round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,4,2,423.885517520924,385,636.376600993163,389,453.061975188088,1,27137.0215422325,NaN,-441.061975188088 
2,2,2,508.707677994798,387,636.346473152761,389,533.885251834872,1,18503.9025019505,NaN,-525.885251834872 
