class,SLOC
org.apache.flink.core.memory.OutputViewObjectOutputStreamWrapper,74
org.apache.flink.runtime.operators.JoinWithSolutionSetSecondDriver,140
org.apache.flink.api.common.ExecutionConfig,239
org.apache.flink.api.common.operators.util.JoinHashMap,55
org.apache.flink.api.common.typeutils.TypeComparator,28
org.apache.flink.api.common.typeutils.TypePairComparator,5
org.apache.flink.api.common.typeutils.TypeSerializer,13
org.apache.flink.runtime.iterative.concurrent.SolutionSetBroker,7
org.apache.flink.runtime.iterative.task.AbstractIterativePactTask,215
org.apache.flink.runtime.operators.hash.CompactingHashTable,952
org.apache.flink.runtime.operators.util.TaskConfig,910
org.apache.flink.runtime.iterative.concurrent.Broker,42
org.apache.flink.runtime.operators.hash.AbstractMutableHashTable,23
org.apache.flink.api.common.typeutils.base.CharSerializerTest,22
org.apache.flink.api.common.typeutils.SerializerTestBase,346
org.apache.flink.api.common.typeutils.base.CharSerializer,41
org.apache.flink.api.common.typeutils.base.array.IntPrimitiveArraySerializer,57
org.apache.flink.api.common.typeutils.base.TypeSerializerSingleton,15
org.apache.flink.runtime.execution.librarycache.FallbackLibraryCacheManager,29
org.apache.flink.runtime.blob.BlobKey,69
org.apache.flink.runtime.executiongraph.ExecutionAttemptID,17
org.apache.flink.api.common.JobID,26
org.apache.flink.test.exampleScalaPrograms.EnumTriangleOptITCase,17
org.apache.flink.test.testdata.EnumTriangleData,24
org.apache.flink.test.util.JavaProgramTestBase,179
org.apache.flink.api.java.hadoop.mapreduce.utils.HadoopUtils,40
org.apache.flink.api.java.hadoop.mapred.utils.HadoopUtils,85
org.apache.flink.runtime.jobmanager.web.LogfileInfoServlet,65
org.apache.flink.util.StringUtils,164
org.apache.flink.test.recordJobTests.TPCHQuery3WithUnionITCase,122
org.apache.flink.api.common.Plan,114
org.apache.flink.test.recordJobs.relational.TPCHQuery3Unioned,92
org.apache.flink.test.util.RecordAPITestBase,77
org.apache.flink.runtime.broadcast.InitializationTypeConflictException,10
org.apache.flink.streaming.io.IndexedMutableReader,11
org.apache.flink.streaming.io.StreamingMutableRecordReader,14
org.apache.flink.yarn.FlinkYarnClient,495
org.apache.flink.api.java.tuple.Tuple2,67
org.apache.flink.client.CliFrontend,662
org.apache.flink.client.FlinkYarnSessionCli,321
org.apache.flink.runtime.yarn.AbstractFlinkYarnClient,23
org.apache.flink.runtime.yarn.AbstractFlinkYarnCluster,15
org.apache.flink.configuration.ConfigConstants,114
org.apache.flink.configuration.Configuration,359
org.apache.flink.yarn.Utils,75
org.apache.flink.yarn.FlinkYarnCluster,349
org.apache.flink.client.cli.ProgramOptions,51
org.apache.flink.client.cli.CommandLineOptions,20
org.apache.flink.client.cli.CliArgsException,5
org.apache.flink.client.cli.CliFrontendParser,189
org.apache.flink.api.common.io.BinaryInputFormatTest,32
org.apache.flink.core.fs.FileInputSplit,68
org.apache.flink.types.Record,1200
org.apache.flink.api.common.io.BinaryInputFormat,205
org.apache.flink.api.common.io.BlockInfo,38
org.apache.flink.api.java.typeutils.runtime.TupleComparatorILD2Test,37
org.apache.flink.api.common.typeutils.base.DoubleSerializer,41
org.apache.flink.api.common.typeutils.base.IntComparator,49
org.apache.flink.api.common.typeutils.base.IntSerializer,41
