"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.35667587760604,0.0800436631444196,-16.9491977791951,1.95097689668855e-64
"sloc",0.00263500136374605,0.000713349065850572,3.69384567792791,0.000220887885711275
"AntiSingleton",-35.9969031727573,47453132.8121257,-7.58578012441763e-07,0.999999394742316
"ClassDataShouldBePrivate",-35.6852162083868,47453132.8121257,-7.52009700806691e-07,0.99999939998307
"ComplexClass",-0.256687168234961,0.328452347522826,-0.781505049882838,0.434505507789902
"LongParameterList",-0.512728466085369,0.240490462244999,-2.13201164528108,0.0330058892352285
"AntiSingleton:ClassDataShouldBePrivate",71.7713596027883,67108863.9999999,1.06947659854276e-06,0.999999146681134
"ComplexClass:LongParameterList",-0.859658270607607,0.724183795958482,-1.18707194969727,0.235199241529076
"(Intercept)",-1.32485182717142,0.0757185897082507,-17.4970483771049,1.50888604288692e-68
"sloc",0.00194092314064815,0.000581964304354504,3.3351240378926,0.000852613589544341
"LongParameterList",-0.63334844335581,0.23676080625707,-2.67505611831771,0.0074716742186093
