"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.86802682498666,0.0934808206578431,19.9829955689411,7.74351338812438e-89
"sloc",0.00256399427230941,0.000184167272405056,13.9220950542732,4.65069118355999e-44
"ClassDataShouldBePrivate",-0.412965382471313,0.477207855029844,-0.865378426022527,0.386831118209212
"ComplexClass",1.12297328800139,0.38604155807692,2.90894403596215,0.00362651771744112
"LongParameterList",0.446738959262884,0.327419677171725,1.36442306437367,0.172434452927685
"ClassDataShouldBePrivate:ComplexClass",0.761727552518723,1.1454079078876,0.665027321073349,0.506033018527728
"ClassDataShouldBePrivate:LongParameterList",-1.40274935492082,1.20558591683259,-1.1635415903051,0.244609834052144
"ComplexClass:LongParameterList",-0.659450263346973,0.820586632270546,-0.803632715198258,0.421609123371737
"(Intercept)",1.90961335406776,0.0883095149434651,21.6240951531698,1.06587084675538e-103
"sloc",0.00241714973992363,0.000184442077354879,13.1051968975218,3.07463262529585e-39
"ComplexClass",1.04272634395603,0.330117382825444,3.15865324943339,0.00158499951524671
