"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.96262376328109,0.0866475192837863,34.1916743580155,3.21510178987576e-256
"sloc",0.0138242119220737,0.00126876758010769,10.8957796044098,1.2072815064258e-27
"ClassDataShouldBePrivate",-0.0610541713746285,0.770121374339538,-0.0792786350424165,0.936810999572286
"ComplexClass",-0.430632223928613,0.499108235663704,-0.862803282249925,0.388245634235688
"LongParameterList",1.02186735817338,0.233945939896443,4.36796363564043,1.25410367507586e-05
"(Intercept)",2.98264521595135,0.0839504598478115,35.5286346418876,1.77646409015012e-276
"sloc",0.0132522426577715,0.00110620019629118,11.9799677329683,4.52499776175944e-33
"LongParameterList",1.04031276516475,0.233908157870577,4.44752664736201,8.6864685985167e-06
