"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.43138295416913,0.321784564793386,-4.44826480439858,8.65667681164251e-06
"sloc",0.0353346273748601,0.00588085449734896,6.00841721059221,1.87343238214024e-09
"AntiSingleton",-2.1252635223734,1.43937254816343,-1.4765208111584,0.139804132634183
"ClassDataShouldBePrivate",-36.3995262554179,9507918.98464434,-3.82833786385902e-06,0.999996945428325
"ComplexClass",-43.8059166429807,5112278.64477111,-8.56876545408686e-06,0.999993163114339
"LongParameterList",-0.0834678941300626,1.09301639614184,-0.076364722820893,0.939128934734649
"AntiSingleton:ClassDataShouldBePrivate",0.69274214569343,19425361.9435305,3.56617368421362e-08,0.999999971546051
"AntiSingleton:ComplexClass",-17.924896990512,56211090.4830212,-3.1888541632058e-07,0.99999974556625
"AntiSingleton:LongParameterList",-51.1529613159552,56256956.1315626,-9.09273534037796e-07,0.999999274504686
"ClassDataShouldBePrivate:ComplexClass",29.2698917689103,44290167.411456,6.60866586865496e-07,0.999999472704754
"ClassDataShouldBePrivate:LongParameterList",-7.80964703246785,44186177.3576909,-1.76744119982321e-07,0.999999858978595
"ComplexClass:LongParameterList",0.00416686625592097,28815131.0476342,1.44606882024334e-10,0.99999999988462
"(Intercept)",-1.05376741180519,0.248231963567432,-4.2450915533242,2.1850418690308e-05
"sloc",0.0238561807740919,0.00186706995419556,12.7773363394788,2.19457413162178e-37
