class,SLOC
org.apache.xml.security.stax.config.SecurityHeaderHandlerMapper,19
org.apache.xml.security.utils.ClassLoaderUtils,160
org.apache.jcp.xml.dsig.internal.dom.DOMXMLObject,164
org.apache.jcp.xml.dsig.internal.dom.BaseStructure,12
org.apache.jcp.xml.dsig.internal.dom.DOMUtils,266
org.apache.jcp.xml.dsig.internal.dom.DOMManifest,94
org.apache.jcp.xml.dsig.internal.dom.DOMSignatureProperties,90
org.apache.jcp.xml.dsig.internal.dom.DOMX509Data,177
org.apache.jcp.xml.dsig.internal.dom.DOMKeyValue,382
org.apache.xml.security.exceptions.Base64DecodingException,18
org.apache.xml.security.utils.Base64,453
org.apache.xml.security.signature.SignedInfo,185
org.apache.xml.security.algorithms.SignatureAlgorithm,238
org.apache.xml.security.c14n.CanonicalizationException,20
org.apache.xml.security.c14n.Canonicalizer,169
org.apache.xml.security.c14n.InvalidCanonicalizerException,20
org.apache.xml.security.exceptions.XMLSecurityException,57
org.apache.xml.security.transforms.params.InclusiveNamespaces,57
org.apache.xml.security.utils.Constants,78
org.apache.xml.security.utils.XMLUtils,704
org.apache.xml.security.signature.Manifest,281
org.apache.xml.security.signature.XMLSignature,405
org.apache.xml.security.signature.MissingResourceFailureException,30
org.apache.xml.security.keys.KeyInfo,626
org.apache.xml.security.transforms.Transforms,151
org.apache.xml.security.signature.XMLSignatureException,18
org.apache.xml.security.signature.XMLSignatureInput,256
org.apache.xml.security.utils.SignatureElementProxy,18
org.apache.xml.security.transforms.InvalidTransformException,18
org.apache.xml.security.transforms.Transform,185
org.apache.xml.security.transforms.TransformationException,18
org.apache.xml.security.stax.impl.stax.XMLSecEventBaseImpl,138
org.apache.xml.security.samples.utils.resolver.OfflineResolver,81
org.apache.xml.security.utils.resolver.ResourceResolverException,41
org.apache.xml.security.utils.resolver.ResourceResolverSpi,70
org.apache.xml.security.Init,233
org.apache.xml.security.test.stax.utils.HttpRequestRedirectorProxy,56
org.apache.xml.security.stax.ext.XMLSecurityUtils,361
org.apache.xml.security.stax.impl.processor.input.XMLDecryptInputProcessor,70
org.apache.xml.security.stax.securityToken.SecurityTokenConstants,43
org.apache.xml.security.stax.impl.processor.input.AbstractDecryptInputProcessor,599
org.apache.xml.security.stax.ext.XMLSecurityProperties,220
org.apache.xml.security.stax.securityEvent.ContentEncryptedElementSecurityEvent,7
org.apache.xml.security.stax.securityEvent.TokenSecurityEvent,12
org.apache.xml.security.stax.ext.SecurePart,128
org.apache.xml.security.stax.securityEvent.AbstractElementSecurityEvent,19
org.apache.xml.security.stax.securityEvent.AbstractSecuredElementSecurityEvent,51
org.apache.xml.security.stax.securityEvent.SecurityEvent,16
org.apache.xml.security.stax.securityEvent.EncryptedElementSecurityEvent,7
org.apache.xml.security.stax.impl.stax.XMLSecProcessingInstructionImpl,25
