"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.45032936773322,0.17614458826248,-13.9108978135728,5.43923654560448e-44
"sloc",0.00565572837748056,0.0025012040553087,2.26120230593602,0.0237467323894799
"AntiSingleton",-0.717840749549549,1.01086374029009,-0.710126123767729,0.47762592773924
"ClassDataShouldBePrivate",-18.22984828627,3654.63234821964,-0.00498814834141955,0.996020049955997
"ComplexClass",-18.7732919671855,2835.11212324355,-0.00662171058889471,0.994716677964726
"LongParameterList",0.956476035414107,0.38134638902915,2.50815547998016,0.0121363252569089
"AntiSingleton:ClassDataShouldBePrivate",1.02703804663448,5085.93480601532,0.000201936927193752,0.999838877644631
"AntiSingleton:ComplexClass",0.823561115409014,7829.14224855357,0.000105191742500421,0.99991606913289
"AntiSingleton:LongParameterList",-17.2264555590841,7555.53237134511,-0.00227997905540272,0.99818084148883
"ClassDataShouldBePrivate:ComplexClass",18.6298966594255,7781.51908803319,0.00239412079423868,0.998089769806427
"ClassDataShouldBePrivate:LongParameterList",0.035640027370315,7612.42167237328,4.6818251673654e-06,0.999996264443983
"ComplexClass:LongParameterList",-0.6013990212192,6119.08648762786,-9.82824842294949e-05,0.999921581923362
"(Intercept)",-2.32251148687764,0.135052067582761,-17.1971560928113,2.7888761809788e-66
"sloc",-0.000259361453114781,0.00092015879744135,-0.281865971217118,0.778046283038523
"LongParameterList",1.06248609550195,0.366765499754413,2.89690850478955,0.00376859646896224
"(Intercept)",-2.33376071046247,0.129102002640654,-18.0768745854263,4.84793293427913e-73
"LongParameterList",1.03447772633223,0.357478427404199,2.89381861122085,0.00380587950567688
