"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.999829486927474,0.368086376915187,-2.71629038625858,0.00660179852669354
"sloc",0.0199037827817287,0.00575360401075348,3.45935916766753,0.000541462351049699
"AntiSingleton",1.48403956510327,1.79631753409747,0.826156588093932,0.40871527066394
"ClassDataShouldBePrivate",-3.76699549270905,1.81417755449906,-2.07642051538291,0.0378550754555652
"ComplexClass",-1.64467994002881,1.51049855950179,-1.0888325114135,0.276227751825581
"LongParameterList",-0.878405945836679,1.12872681438389,-0.778227233235487,0.436435064740005
"(Intercept)",-0.792399749779592,0.362078139729886,-2.18847718995333,0.0286348610159474
"sloc",0.0136003240104016,0.00482267524722814,2.82007875571104,0.00480118644135975
"ClassDataShouldBePrivate",-2.19487461759184,1.15699727915119,-1.8970438886443,0.0578221458584557
"(Intercept)",-0.79414533580537,0.359594496459497,-2.20844685784789,0.0272131384365109
"sloc",0.0124024301137293,0.00488759292221191,2.5375333648115,0.0111636726209257
