round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,6,1,13.0665936582237,301,20.1444993903601,307,33.0699263300157,1,599.785831512265,23384.2649424849,-17.0699263300157 
2,1,0,17.3945138859259,306,20.1340504562713,307,27.4083639815271,1,144.070386817257,4164.54592309009,-21.4083639815271 
