class,SLOC
org.apache.giraph.counters.GiraphStats,73
org.apache.giraph.counters.HadoopCountersBase,15
org.apache.giraph.counters.GiraphHadoopCounter,48
org.apache.giraph.comm.messages.DiskBackedMessageStoreByPartition,242
org.apache.giraph.utils.ByteArrayVertexIdMessages,91
org.apache.giraph.utils.EmptyIterable,10
org.apache.giraph.comm.messages.DiskBackedMessageStore,242
org.apache.giraph.utils.VertexIdIterator,22
org.apache.giraph.aggregators.IntMinAggregator,11
org.apache.giraph.aggregators.BasicAggregator,19
org.apache.giraph.partition.PartitionBalancer,198
org.apache.giraph.worker.WorkerInfo,8
org.apache.giraph.partition.PartitionStats,71
org.apache.giraph.partition.PartitionExchange,20
org.apache.giraph.partition.PartitionStore,15
org.apache.giraph.graph.TaskInfo,68
org.apache.giraph.graph.Vertex,198
org.apache.giraph.graph.VertexEdgeCount,34
org.apache.giraph.comm.aggregators.CountingOutputStream,29
org.apache.giraph.utils.ExtendedByteArrayDataOutput,99
org.apache.giraph.benchmark.WeightedPageRankBenchmark,94
org.apache.giraph.conf.GiraphConfiguration,356
org.apache.giraph.combiner.DoubleSumCombiner,12
org.apache.giraph.edge.ArrayListEdges,65
org.apache.giraph.edge.ByteArrayEdges,122
org.apache.giraph.edge.HashMapEdges,93
org.apache.giraph.edge.LongDoubleArrayEdges,139
org.apache.giraph.io.formats.PseudoRandomInputFormatConstants,10
org.apache.giraph.io.formats.JsonBase64VertexOutputFormat,53
org.apache.giraph.io.formats.PseudoRandomEdgeInputFormat,115
org.apache.giraph.io.formats.PseudoRandomVertexInputFormat,108
org.apache.giraph.partition.SimpleLongRangePartitionerFactory,37
org.apache.giraph.benchmark.GiraphBenchmark,55
org.apache.giraph.benchmark.BenchmarkOption,78
org.apache.giraph.benchmark.WeightedPageRankVertex,31
org.apache.giraph.conf.ClassConfOption,90
org.apache.giraph.metrics.TimerDesc,20
org.apache.giraph.comm.requests.ByteArrayRequest,29
org.apache.giraph.comm.requests.WritableRequest,48
org.apache.giraph.io.hcatalog.HCatGiraphRunner,284
org.apache.giraph.io.EdgeInputFormat,13
org.apache.giraph.job.GiraphJob,104
org.apache.giraph.io.VertexInputFormat,12
org.apache.giraph.io.VertexOutputFormat,11
org.apache.giraph.io.hcatalog.GiraphHCatInputFormat,209
org.apache.giraph.io.hcatalog.HCatalogVertexInputFormat,165
org.apache.giraph.io.hcatalog.HCatalogEdgeInputFormat,110
org.apache.giraph.io.hcatalog.HCatalogVertexOutputFormat,90
org.apache.giraph.io.hcatalog.HiveUtils,23
org.apache.giraph.zk.ZooKeeperExt,281
org.apache.giraph.examples.SimpleAggregatorWriter,31
org.apache.giraph.conf.DefaultImmutableClassesGiraphConfigurable,14
org.apache.giraph.aggregators.BooleanAndAggregator,10
org.apache.giraph.utils.ByteArrayIterable,28
org.apache.giraph.conf.ImmutableClassesGiraphConfiguration,327
org.apache.giraph.utils.ByteArrayIterator,29
org.apache.giraph.yarn.GiraphYarnTask,117
org.apache.giraph.graph.GraphTaskManager,553
org.apache.giraph.io.formats.AdjacencyListTextVertexInputFormat,67
org.apache.giraph.io.formats.TextVertexInputFormat,119
org.apache.giraph.io.iterables.EdgeWithSource,35
org.apache.giraph.utils.MockUtils,94
org.apache.giraph.comm.ServerData,67
org.apache.giraph.comm.messages.ByteArrayMessagesPerVertexStore,168
org.apache.giraph.graph.GraphState,61
org.apache.giraph.partition.BasicPartitionOwner,125
org.apache.giraph.utils.ReflectionUtils,101
org.apache.giraph.io.accumulo.TestAccumuloVertexFormat,88
org.apache.giraph.BspCase,178
org.apache.giraph.io.accumulo.edgemarker.AccumuloEdgeInputFormat,39
org.apache.giraph.io.accumulo.edgemarker.AccumuloEdgeOutputFormat,33
org.apache.giraph.io.accumulo.AccumuloVertexOutputFormat,51
org.apache.giraph.utils.WritableUtils,280
org.apache.giraph.edge.ConfigurableOutEdges,5
org.apache.giraph.utils.ProgressableUtils,178
org.apache.giraph.utils.LogStacktraceCallable,17
org.apache.giraph.examples.VerifyMessage,137
org.apache.giraph.aggregators.LongSumAggregator,10
org.apache.giraph.edge.EdgeFactory,25
org.apache.giraph.master.DefaultMasterCompute,15
