"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.48671044983614,0.0827221159071566,30.0610111645006,1.56757268339047e-198
"sloc",0.0073122706034797,0.00052071306079017,14.0428023687047,8.52727986071586e-45
"AntiSingleton",-0.308501693189372,0.814507206903524,-0.378758702899867,0.704867056732132
"ClassDataShouldBePrivate",-0.630282822305048,0.697312294630255,-0.903874529616965,0.366061936320869
"ComplexClass",0.058990508417846,0.396672450520037,0.148713399028618,0.881779787916133
"LongParameterList",0.313732388674911,0.262233462783044,1.19638579052923,0.231546043809617
"AntiSingleton:ClassDataShouldBePrivate",1.35784725298743,1.56681136468975,0.866630970127218,0.386144238893581
"AntiSingleton:ComplexClass",-1.66669037531785,1.45154718914703,-1.14821646018773,0.250879215816809
"ClassDataShouldBePrivate:ComplexClass",3.71694249004319,1.71252656978683,2.17044369157197,0.029973249950862
"ClassDataShouldBePrivate:LongParameterList",-4.82074549344678,1.70556733952886,-2.82647620045213,0.00470632411862298
"ComplexClass:LongParameterList",-0.526009045048658,0.782701235714578,-0.67204320249786,0.501556193172638
"(Intercept)",2.48616954080395,0.0800381318972631,31.0623134482348,7.78003584543907e-212
"sloc",0.00753479361166719,0.000444982228570257,16.9327967003912,2.5783311487786e-64
"ClassDataShouldBePrivate:ComplexClass",3.15580563042517,1.61879873100154,1.94947374864365,0.0512388748243558
"ClassDataShouldBePrivate:LongParameterList",-5.16145885093099,1.61733185963231,-3.19134185120449,0.00141613615151935
"(Intercept)",2.47439533949074,0.0800427106086314,30.913437596951,7.88160440414948e-210
"sloc",0.00766276851566133,0.00044390084345776,17.2623427700031,9.03689260811169e-67
"ClassDataShouldBePrivate:LongParameterList",-2.64066783824267,1.05331926373981,-2.50699662405014,0.0121761874624372
