"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.4977476066171,0.0913743245892456,-16.3913398358885,2.20529732417214e-60
"sloc",0.00197990415502447,0.000983431898252356,2.01326005241739,0.0440872785585314
"AntiSingleton",0.272711294673385,0.583778084000998,0.467148908373407,0.64039334445898
"ClassDataShouldBePrivate",0.217562323583377,0.416561175690815,0.522281807042091,0.601474134287914
"ComplexClass",0.515088883050398,0.244641713133613,2.10548265237612,0.0352493158222011
"LongParameterList",0.735207975474025,0.30327683088787,2.42421411923106,0.0153415570304116
"AntiSingleton:ClassDataShouldBePrivate",0.942137151244538,1.22799922866939,0.767213145781371,0.442954798210081
"ClassDataShouldBePrivate:ComplexClass",-0.562337987704737,1.10281748368419,-0.509910294336401,0.610114309563427
"ComplexClass:LongParameterList",-0.853535802070728,0.60689778644561,-1.40639135804003,0.159607945045573
"(Intercept)",-1.44920540313464,0.0848436486051988,-17.0808944094118,2.05937718702508e-65
"sloc",0.00157784251533269,0.000909365105105355,1.73510343257551,0.0827224864373989
"ComplexClass",0.404706090197503,0.237151665456768,1.70652856018538,0.0879097134705531
"LongParameterList",0.491284814972806,0.279772697737774,1.75601414628842,0.079085993124003
