round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,9,2,95.9353206818137,2415,127.002479382318,2424,644.390949090747,1,0.00532691244577176,0.00105139945025772,-622.390949090747 
2,2,2,95.6181051950973,2422,122.830310206904,2424,633.076821757141,1,0.00510966514225518,0.00100381430982445,-625.076821757141 
