"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.45321228905277,0.414429697225649,-8.33244410854216,7.91902468037269e-17
"sloc",0.0195285112594793,0.00697383222216689,2.80025538862354,0.00510621907354867
"AntiSingleton",-32.5328707183032,28100349.0211779,-1.15773902643646e-06,0.999999076257905
"ClassDataShouldBePrivate",-31.9755247910024,7254444.381537,-4.40771520316319e-06,0.999996483152091
"ComplexClass",-3.8261922229391,2.37972157411035,-1.60783188443779,0.107872003281297
"LongParameterList",1.52254381437602,0.77023775749917,1.97671926564527,0.0480733718714326
"AntiSingleton:ClassDataShouldBePrivate",34.2634887500514,37921057.4564789,9.03547818764675e-07,0.999999279073145
"AntiSingleton:LongParameterList",-1.91884240099921,32323185.5122605,-5.936427275311e-08,0.999999952634163
"ClassDataShouldBePrivate:LongParameterList",-2.30176410212272,21115048.0721544,-1.09010602024543e-07,0.999999913022124
"ComplexClass:LongParameterList",4.37455644397225,2.88343601466421,1.51713317782142,0.129233063116124
"(Intercept)",-3.44224129519734,0.409311969904748,-8.40982318694073,4.10629259079423e-17
"sloc",0.0176886076451287,0.00632841671260576,2.7951079153644,0.00518823931924436
"LongParameterList",1.75068147941055,0.743217301719539,2.35554457002024,0.0184955781019607
