class,SLOC
net.paoding.analysis.knife.LetterKnife,25
net.paoding.analysis.knife.CombinatoricsKnife,110
net.paoding.analysis.knife.Beef,72
net.paoding.analysis.knife.CharSet,70
org.apache.stanbol.commons.jsonld.JsonLdPropertyValue,38
org.apache.stanbol.commons.jsonld.JsonLdIRI,9
org.apache.stanbol.commons.jsonld.JsonLdCommon,129
org.apache.stanbol.commons.jsonld.JsonLdProfileParser,52
org.apache.stanbol.commons.jsonld.JsonLdParserCommon,13
org.apache.stanbol.commons.jsonld.JsonLdProfile,65
org.apache.stanbol.commons.web.base.LinkResource,25
org.apache.stanbol.commons.web.base.NavigationLink,37
org.apache.stanbol.commons.web.base.ScriptResource,25
org.apache.stanbol.commons.solr.utils.StanbolResourceLoader,108
org.apache.stanbol.commons.installer.provider.bundle.BundleInstallerConstants,4
org.apache.stanbol.commons.opennlp.PosTagsCollectionEnum,78
org.apache.stanbol.commons.opennlp.TextAnalyzer,453
org.apache.stanbol.commons.opennlp.PosTypeCollectionType,3
org.apache.stanbol.commons.solr.managed.standalone.StandaloneEmbeddedSolrServerProvider,43
org.apache.stanbol.commons.solr.IndexReference,126
org.apache.stanbol.commons.solr.managed.standalone.StandaloneManagedSolrServer,380
org.apache.stanbol.commons.solr.utils.ConfigUtils,337
net.paoding.analysis.dictionary.DictionaryDelegate,23
net.paoding.analysis.dictionary.Word,74
net.paoding.analysis.dictionary.Hit,75
org.apache.stanbol.commons.solr.SolrServerAdapter,530
org.apache.stanbol.commons.solr.SolrConstants,23
net.paoding.analysis.dictionary.support.detection.Difference,62
net.paoding.analysis.dictionary.support.detection.Snapshot,201
net.paoding.analysis.dictionary.support.detection.Node,52
org.apache.stanbol.commons.web.base.writers.ResultSetWriter,46
org.apache.stanbol.commons.web.base.writers.ResultSetToXml,68
org.apache.stanbol.commons.opennlp.OpenNLP,216
org.apache.stanbol.commons.jobs.web.JobsFragment,36
org.apache.stanbol.commons.jobs.web.resources.JobsResource,167
org.apache.stanbol.commons.jobs.web.writers.JobInfoWriter,69
net.paoding.analysis.analyzer.PaodingAnalyzerBean,88
net.paoding.analysis.analyzer.impl.MaxWordLengthTokenCollector,49
net.paoding.analysis.analyzer.impl.MostWordsTokenCollector,65
net.paoding.analysis.analyzer.PaodingTokenizer,87
org.apache.stanbol.commons.usermanagement.webfragment.UserManagementWebFragment,40
org.apache.stanbol.commons.usermanagement.resource.UserResource,101
org.apache.stanbol.commons.security.SecurityActivator,28
org.apache.stanbol.commons.security.UserAwarePolicy,150
org.apache.stanbol.commons.namespaceprefix.impl.NamespacePrefixProviderImpl,74
org.apache.stanbol.commons.namespaceprefix.NamespaceMappingUtils,102
org.apache.stanbol.commons.web.base.resource.BaseStanbolResource,90
org.apache.stanbol.commons.security.auth.LoginException,11
org.apache.stanbol.commons.stanboltools.datafileprovider.impl.tracking.TrackingState,50
org.apache.stanbol.commons.stanboltools.datafileprovider.impl.tracking.STATE,1
org.apache.stanbol.commons.testing.http.ServletContextMock,85
org.apache.stanbol.commons.testing.http.BundleContextMock,87
org.apache.stanbol.commons.stanboltools.datafileprovider.impl.tracking.DataFileTrackerImpl,243
org.apache.stanbol.commons.stanboltools.datafileprovider.impl.tracking.DataFileReference,49
net.paoding.analysis.dictionary.support.filewords.SimpleReadListener2,51
net.paoding.analysis.dictionary.HashBinaryDictionary,131
net.paoding.analysis.dictionary.BinaryDictionary,72
org.apache.stanbol.commons.testing.jarexec.JarExecutor,120
org.apache.stanbol.commons.httpqueryheaders.OverwriteableHeaderHttpServletRequest,92
org.apache.stanbol.commons.jsonld.JsonLdProfileTest,41
