"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.72140948725746,0.495675955666451,-3.47285251095744,0.000514958259797476
"sloc",0.0301646957467198,0.00531284995985824,5.67768635941767,1.36528749840345e-08
"AntiSingleton",-0.17758287586613,2.47098227188361,-0.0718673208977575,0.942707496923419
"ClassDataShouldBePrivate",-36.5088250257996,29151843.2709694,-1.25236763543376e-06,0.999999000755199
"ComplexClass",-1.30004974406607,2.87120956420573,-0.452788176897043,0.650701277976085
"LongParameterList",-0.494523375187814,1.36442439032816,-0.362441025456072,0.717022486603616
"AntiSingleton:ComplexClass",-47.9305321278109,67108864.0000005,-7.14220585343398e-07,0.999999430134422
"AntiSingleton:LongParameterList",-38.6017128247772,67108864.0000004,-5.75210345160618e-07,0.999999541048546
"ClassDataShouldBePrivate:ComplexClass",79.6204007705703,73167134.653926,1.08819897276513e-06,0.99999913174284
"ComplexClass:LongParameterList",-43.1914699166256,27375864.1207622,-1.57772078814011e-06,0.999998741160942
"(Intercept)",0.508319875533218,0.035077878885662,14.491180529761,1.37754728796502e-47
"sloc",0.00529393026814452,0.000111198654088825,47.6078628066467,0
