round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,7,1,264.135672874326,397,307.723358121946,404,1425.21820640029,1,0.121606014221037,0.0133108027239625,-1407.21820640029 
2,1,1,263.753571926572,403,302.901613488013,404,1416.84933689148,1,0.119180382082775,0.0130094165720655,-1410.84933689148 
