"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.717929949427248,0.0317633728251348,22.6024469561098,4.10011009549067e-113
"sloc",0.00429941964015906,4.60807980840303e-05,93.3017616647805,0
"AntiSingleton",-38.11843304532,67108863.9999999,-5.68008915265203e-07,0.999999546794456
"ClassDataShouldBePrivate",-1.0613292118804,0.578205414993877,-1.83555737175453,0.0664231466367054
"ComplexClass",0.815791014123226,0.0515501243483622,15.8251997339584,2.08536318960125e-56
"AntiSingleton:ClassDataShouldBePrivate",0.870004939153235,67108863.9999999,1.2964083837766e-08,0.999999989656158
"AntiSingleton:ComplexClass",-0.914677765366215,82191237.0089155,-1.11286531101484e-08,0.99999999112062
"(Intercept)",0.701547546590843,0.0318076766513016,22.055919213519,8.38115982997363e-108
"sloc",0.00432547451617446,4.58499549659596e-05,94.3397767650117,0
"ComplexClass",0.755025486128431,0.051530476463043,14.6520183385055,1.30772540448906e-48
