class,SLOC
java.lang.Exception,71
org.apache.karaf.config.command.completers.ConfigurationPropertyCompleter,68
org.apache.karaf.config.command.ConfigCommandSupport,24
org.apache.karaf.shell.support.completers.StringsCompleter,62
org.apache.karaf.bundle.command.wikidoc.WikiParser,58
org.apache.karaf.util.StringEscapeUtils,141
org.apache.karaf.shell.commands.converter.ReifiedType,16
org.apache.karaf.config.core.impl.ConfigMBeanImpl,129
org.apache.karaf.shell.commands.impl.IfAction,37
org.apache.karaf.bundle.command.Uninstall,10
org.apache.karaf.bundle.command.BundlesCommand,39
org.apache.karaf.bundle.command.Refresh,16
org.apache.karaf.main.util.SimpleMavenResolver,52
org.apache.karaf.instance.core.internal.InstanceServiceImpl,1124
org.apache.karaf.instance.core.InstanceSettings,98
org.apache.karaf.instance.main.Execute,103
org.apache.karaf.jpm.impl.ProcessBuilderFactoryImpl,5
org.apache.karaf.jpm.impl.ScriptUtils,89
org.apache.karaf.util.StreamUtils,32
org.apache.karaf.util.locks.FileLockUtils,76
org.apache.karaf.instance.core.internal.InstanceImpl,65
org.apache.karaf.instance.command.RenameCommand,13
org.apache.karaf.instance.command.completers.InstanceCompleter,19
org.apache.karaf.instance.command.InstanceCommandSupport,55
org.apache.karaf.scheduler.command.Unschedule,11
org.apache.karaf.jndi.command.ContextsCommand,23
org.apache.karaf.jndi.command.completers.ContextsCompleter,22
org.apache.karaf.shell.support.table.ShellTable,92
org.apache.karaf.shell.support.table.Row,40
org.apache.karaf.itests.features.Spring41FeaturesTest,50
org.apache.karaf.itests.KarafTestSupport,335
org.apache.karaf.features.command.completers.InstalledRepoUriCompleter,17
org.apache.karaf.log.command.DisplayLog,39
org.apache.karaf.features.RepositoryEvent,24
org.apache.karaf.shell.commands.impl.DateAction,70
org.apache.karaf.shell.impl.console.commands.TopLevelCommand,50
org.apache.karaf.shell.support.CommandException,28
org.apache.karaf.shell.support.ansi.SimpleAnsi,6
org.apache.karaf.features.internal.model.Bundle,71
org.apache.karaf.main.lock.LockFactory,16
org.apache.karaf.main.lock.SimpleFileLock,82
org.apache.karaf.main.lock.NoLock,13
org.apache.karaf.kar.internal.Kar,113
org.apache.karaf.kar.internal.FeatureDetector,36
org.apache.karaf.kar.internal.KarServiceImpl,273
org.apache.karaf.bundle.command.bundletree.Tree,28
org.apache.karaf.bundle.command.bundletree.Node,72
org.apache.karaf.shell.impl.console.commands.help.HelpCommand,136
org.apache.karaf.shell.support.completers.ArgumentCommandLine,32
org.apache.karaf.shell.impl.console.commands.help.SimpleHelpProvider,18
org.apache.karaf.shell.impl.console.commands.help.CommandListHelpProvider,68
org.apache.karaf.shell.impl.console.commands.help.SingleCommandHelpProvider,25
org.apache.karaf.shell.impl.console.Branding,36
org.apache.karaf.features.internal.service.BootFeaturesInstaller,89
org.apache.karaf.features.internal.service.FeaturesServiceImpl,892
org.apache.karaf.jms.command.QueuesCommand,12
org.apache.karaf.jms.command.JmsConnectionCommandSupport,9
org.apache.karaf.main.Stop,42
org.apache.karaf.main.ConfigProperties,161
org.eclipse.equinox.internal.region.DigraphHelper,89
org.apache.karaf.features.internal.util.JsonReader,286
org.apache.karaf.features.internal.util.JsonWriter,95
