"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.99538248575123,0.461753499203161,-4.32131535374312,1.55101814807099e-05
"sloc",0.0102829292815007,0.0029014240688138,3.54409732518168,0.000393959788358681
"ClassDataShouldBePrivate",-36.2663928279268,12952730.159753,-2.79990337022648e-06,0.999997766000329
"ComplexClass",-3.23807030547015,2.77836601397407,-1.16545850661286,0.243833446665968
"LongParameterList",-0.423550784900047,0.968752221328437,-0.437212710923374,0.661957092319365
"ClassDataShouldBePrivate:ComplexClass",-0.860311750722744,51734340.0566003,-1.66294138435228e-08,0.999999986731647
"ClassDataShouldBePrivate:LongParameterList",-1.52569907539911,51734340.0566003,-2.94910319476369e-08,0.999999976469561
"ComplexClass:LongParameterList",2.96014708119368,3.19392664624729,0.92680496738136,0.354027805411222
"(Intercept)",-1.92476808920062,0.428328665475417,-4.49367096891414,7.00057675333059e-06
"sloc",0.00771773228586462,0.00235550579162748,3.27646500097639,0.00105115339783168
