round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,5,2,92.2606086517184,810,117.481017523291,815,492.950140993019,1,0.0199808407244731,0.00428375567024329,-478.950140993019 
2,2,2,92.2989878551745,813,115.965199252198,815,488.126600861847,1,0.0196344259121513,0.00421101692569997,-480.126600861847 
